parameter_name,value,param_label,prior_min,prior_max,prior_note,reference
probs_for_mgh_matrix_pn,"[[0.918, 0.032, 0.05, 0, 0], [0.918, 0.032, 0.05, 0, 0]]",undetermined,"[[0.5, 0.001, 0.001, 0, 0], [0.5, 0.001, 0.001, 0, 0]]","[[1.0, 0.5, 0.5, 0.1, 0.1], [1.0, 0.5, 0.5, 0.1, 0.1]]",calibration,
probs_for_sgh_matrix_pn,"[[0, 0.92, 0, 0.08, 0], [0, 0.92, 0, 0.08, 0]]",undetermined,"[[0, 0, 0, 0, 0],[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1],[1, 1, 1, 1, 1]]",calibration,
probs_for_mpe_matrix_pn,"[[0, 0, 0.95, 0.05, 0], [0, 0, 0.95, 0.05, 0]]",undetermined,"[[0, 0, 0, 0, 0],[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1],[1, 1, 1, 1, 1]]",calibration,
probs_for_spe_matrix_pn,"[[0, 0, 0, 0.95, 0.05], [0, 0, 0, 0.95, 0.05]]",undetermined,"[[0, 0, 0, 0, 0],[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1],[1, 1, 1, 1, 1]]",calibration,
probs_for_ec_matrix_pn,"[[0, 0, 0, 0, 1],  [0, 0, 0, 0, 1]]",undetermined,"[[0, 0, 0, 0, 0],[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1],[1, 1, 1, 1, 1]]",calibration,
cfr_eclampsia,"[0.028, 0.03]",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_severe_pre_eclampsia,"[0.018, 0.018]",undetermined,"[0, 0]","[1, 1]",calibration,
weekly_prob_death_severe_gest_htn,"[0.00002, 0.00002]",undetermined,"[0, 0]","[0.1, 0.1]",calibration,
bmi_obesity,"[3,3]",local,"[2,2]","[4,4]",vague prior,
baseline_prob_anaemia_per_week,"[0.017, 0.024]",undetermined,"[0, 0]","[0.5, 0.5]",calibration,
rr_anaemia_maternal_malaria,"[1.45, 1.45]",local,"[0.01, 0.01]","[100, 100]",vague prior,
rr_anaemia_recent_haemorrhage,"[1.93, 1.93]",local,"[0.01, 0.01]","[100, 100]",vague prior,
rr_anaemia_hiv_no_art,"[4.19, 4.19]",local,"[0.01, 0.01]","[100, 100]",vague prior,
prob_type_of_anaemia_pn,"[[0.52,0.475, 0.005], [0.52,0.475, 0.005]]",undetermined,"[[0.1, 0.1, 0.001], [0.1, 0.1, 0.001]]","[[0.9, 0.9, 0.5], [0.9, 0.9, 0.5]]",calibration,
prob_late_sepsis_endometritis,"[0.000069, 0.000062]",undetermined,"[0, 0]","[0.01, 0.01]",calibration,
rr_sepsis_endometritis_post_cs,"[12.1, 12.1]",local,"[0.01, 0.01]","[100, 100]",vague prior,
prob_late_sepsis_urinary_tract,"[0.000054, 0.000054]",undetermined,"[0, 0]","[0.01, 0.01]",calibration,
prob_late_sepsis_skin_soft_tissue,"[0.000039, 0.000035]",undetermined,"[0, 0]","[0.01, 0.01]",calibration,
rr_sepsis_sst_post_cs,"[3.9, 3.9]",local,"[0.01, 0.01]","[100, 100]",vague prior,https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-018-1891-1
cfr_postpartum_sepsis,"[0.75, 0.49]",undetermined,"[0, 0]","[1, 1]",calibration,
prob_early_onset_neonatal_sepsis_week_1,"[0.02, 0.017]",undetermined,"[0, 0]","[0.5, 0.5]",calibration,
rr_eons_maternal_chorio,"[6.6, 6.6]",local,"[0.01, 0.01]","[100, 100]",vague prior,
rr_eons_maternal_prom,"[4.9, 4.9]",local,"[0.01, 0.01]","[100, 100]",vague prior,
rr_eons_preterm_neonate,"[3.36, 3.36]",local,"[0.01, 0.01]","[100, 100]",vague prior,
cfr_early_onset_neonatal_sepsis,"[0.064, 0.056]",undetermined,"[0, 0]","[1, 1]",calibration,
prob_late_onset_neonatal_sepsis,"[0.0045, 0.0038]",undetermined,"[0, 0]","[0.5, 0.5]",calibration,
cfr_late_neonatal_sepsis,"[0.064, 0.056]",undetermined,"[0, 0]","[1, 1]",calibration,
prob_sepsis_disabilities,"[[0.4, 0.1,  0.3,  0.1, 0.1], [0.4, 0.1,  0.3,  0.1, 0.1]]",local,"[[0.1, 0.01, 0.1, 0.01, 0.01], [0.1, 0.01, 0.1, 0.01, 0.01]]","[[0.8, 0.5, 0.8, 0.5, 0.5], [0.8, 0.5, 0.8, 0.5, 0.5]]",vague prior,
prob_care_seeking_postnatal_emergency,"[0.782, 0.782]",local,"[0, 0]","[1, 1]",vague prior,"Chinkhumba, J. et al. (2017) 'Household costs and time to seek care for pregnancy related complications: The role of results-based financing', PLOS ONE. Public Library of Science, 12(9), p. e0182326. doi: 10.1371/JOURNAL.PONE.0182326."
prob_care_seeking_postnatal_emergency_neonate,"[0.782, 0.782]",local,"[0, 0]","[1, 1]",vague prior,"Chinkhumba, J. et al. (2017) 'Household costs and time to seek care for pregnancy related complications: The role of results-based financing', PLOS ONE. Public Library of Science, 12(9), p. e0182326. doi: 10.1371/JOURNAL.PONE.0182326."
odds_care_seeking_fistula_repair,"[1.5, 1.5]",local,"[0.01, 0.01]","[100, 100]",vague prior,
aor_cs_fistula_age_15_19,"[0.31, 0.31]",local,"[0.01, 0.01]","[100, 100]",vague prior,
aor_cs_fistula_age_lowest_education,"[0.69, 0.69]",local,"[0.01, 0.01]","[100, 100]",vague prior,
treatment_effect_iron_folic_acid_anaemia,"[0.3, 0.3]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_early_init_bf,"[0.55, 0.55]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_abx_prom,"[0.67, 0.67]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_cord_care,"[0.77,0.77]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_clean_birth,"[0.73, 0.73]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_anti_htns_progression_pn,"[0.49, 0.49]",universal,"[0, 0]","[1, 1]",vague prior,
main_polling_event_frequency_weeks,1,undetermined,0,10,vague prior,
fistula_repair_min_days,"[7, 7]",local,"[1, 1]","[30, 30]",vague prior,
fistula_repair_max_days,"[42, 42]",local,"[7, 7]","[90, 90]",vague prior,
fistula_repair_appointment_window_days,"[7, 7]",local,"[1, 1]","[30, 30]",vague prior,
emergency_postnatal_care_appointment_window_days,"[2, 2]",local,"[1, 1]","[14, 14]",vague prior,
pnc_one_maternal_appt_max_days_without_complications,"[35, 35]",local,"[7, 7]","[90, 90]",vague prior,
pnc_one_maternal_appt_window_days,"[2, 2]",local,"[1, 1]","[14, 14]",vague prior,
postnatal_check_sepsis_appt_window_days,"[1, 1]",local,"[1, 1]","[14, 14]",vague prior,
pnc_one_neonatal_sepsis_appt_window_days,"[1, 1]",local,"[1, 1]","[14, 14]",vague prior,
final_week_postnatal_period,6,undetermined,4,10,design decision,
postnatal_reset_week,8,undetermined,6,12,design decision,
obstetric_fistula_repair_beddays,5,local,1,14,vague prior,
neonatal_period_end_days,28,universal,21,35,vague prior,
