Facility_Level,Officer_Type_Code,Minute_Salary_USD,Facility_ID
0,Mental,0.0,68
0,Mental,0.0,72
0,Mental,0.0,76
0,Mental,0.0,80
0,Mental,0.0,84
0,Mental,0.0,88
0,Mental,0.0,92
0,Mental,0.0,96
0,Mental,0.0,100
0,Mental,0.0,104
0,Mental,0.0,108
0,Mental,0.0,112
0,Mental,0.0,116
0,Mental,0.0,120
0,Mental,0.0,124
0,Nursing_and_Midwifery,0.0,0
0,Nursing_and_Midwifery,0.0,4
0,Nursing_and_Midwifery,0.0,8
0,Nursing_and_Midwifery,0.0,12
0,Nursing_and_Midwifery,0.0,16
0,Nursing_and_Midwifery,0.0,20
0,Nursing_and_Midwifery,0.0,24
0,Nursing_and_Midwifery,0.0,28
0,Nursing_and_Midwifery,0.0,32
0,Nursing_and_Midwifery,0.0,36
0,Nursing_and_Midwifery,0.0,40
0,Nursing_and_Midwifery,0.0,44
0,Nursing_and_Midwifery,0.0,48
0,Nursing_and_Midwifery,0.0,52
0,Nursing_and_Midwifery,0.0,56
0,Nursing_and_Midwifery,0.0,60
0,Nursing_and_Midwifery,0.0,64
0,Nursing_and_Midwifery,0.0,68
0,Nursing_and_Midwifery,0.0,72
0,Nursing_and_Midwifery,0.0,76
0,Nursing_and_Midwifery,0.0,80
0,Nursing_and_Midwifery,0.0,84
0,Nursing_and_Midwifery,0.0,88
0,Nursing_and_Midwifery,0.0,92
0,Nursing_and_Midwifery,0.0,96
0,Nursing_and_Midwifery,0.0,100
0,Nursing_and_Midwifery,0.0,104
0,Nursing_and_Midwifery,0.0,108
0,Nursing_and_Midwifery,0.0,112
0,Nursing_and_Midwifery,0.0,116
0,Nursing_and_Midwifery,0.0,120
0,Nursing_and_Midwifery,0.0,124
0,Nutrition,0.0,0
0,Nutrition,0.0,4
0,Nutrition,0.0,8
0,Nutrition,0.0,12
0,Nutrition,0.0,16
0,Nutrition,0.0,20
0,Nutrition,0.0,24
0,Nutrition,0.0,28
0,Nutrition,0.0,32
0,Nutrition,0.0,36
0,Nutrition,0.0,40
0,Nutrition,0.0,44
0,Nutrition,0.0,48
0,Nutrition,0.0,52
0,Nutrition,0.0,56
0,Nutrition,0.0,60
0,Nutrition,0.0,64
0,Nutrition,0.0,68
0,Nutrition,0.0,72
0,Nutrition,0.0,76
0,Nutrition,0.0,80
0,Nutrition,0.0,84
0,Nutrition,0.0,88
0,Nutrition,0.0,92
0,Nutrition,0.0,96
0,Nutrition,0.0,100
0,Nutrition,0.0,104
0,Nutrition,0.0,108
0,Nutrition,0.0,112
0,Nutrition,0.0,116
0,Nutrition,0.0,120
0,Nutrition,0.0,124
0,Pharmacy,0.0,0
0,Pharmacy,0.0,4
0,Pharmacy,0.0,8
0,Pharmacy,0.0,12
0,Pharmacy,0.0,16
0,Pharmacy,0.0,20
0,Pharmacy,0.0,24
0,Pharmacy,0.0,28
0,Pharmacy,0.0,32
0,Pharmacy,0.0,36
0,Pharmacy,0.0,40
0,Pharmacy,0.0,44
0,Pharmacy,0.0,48
0,Pharmacy,0.0,52
0,Pharmacy,0.0,56
0,Pharmacy,0.0,60
0,Pharmacy,0.0,64
0,Pharmacy,0.0,68
0,Pharmacy,0.0,72
0,Pharmacy,0.0,76
0,Pharmacy,0.0,80
0,Pharmacy,0.0,84
0,Pharmacy,0.0,88
0,Pharmacy,0.0,92
0,Pharmacy,0.0,96
0,Pharmacy,0.0,100
0,Pharmacy,0.0,104
0,Pharmacy,0.0,108
0,Pharmacy,0.0,112
0,Pharmacy,0.0,116
0,Pharmacy,0.0,120
0,Pharmacy,0.0,124
0,Radiography,0.0,0
0,Radiography,0.0,4
0,Radiography,0.0,8
0,Radiography,0.0,12
0,Radiography,0.0,16
0,Radiography,0.0,20
0,Radiography,0.0,24
0,Radiography,0.0,28
0,Radiography,0.0,32
0,Radiography,0.0,36
0,Radiography,0.0,40
0,Radiography,0.0,44
0,Radiography,0.0,48
0,Radiography,0.0,52
0,Radiography,0.0,56
0,Radiography,0.0,60
0,Radiography,0.0,64
0,Radiography,0.0,68
0,Radiography,0.0,72
0,Radiography,0.0,76
0,Radiography,0.0,80
0,Radiography,0.0,84
0,Radiography,0.0,88
0,Radiography,0.0,92
0,Radiography,0.0,96
0,Radiography,0.0,100
0,Radiography,0.0,104
0,Radiography,0.0,108
0,Radiography,0.0,112
0,Radiography,0.0,116
0,Radiography,0.0,120
0,Radiography,0.0,124
1a,Clinical,0.07821949136135514,1
1a,Clinical,0.07821949136135514,5
1a,Clinical,0.07821949136135514,9
1a,Clinical,0.07821949136135514,13
1a,Clinical,0.07821949136135514,17
1a,Clinical,0.07821949136135514,21
1a,Clinical,0.07821949136135514,25
1a,Clinical,0.07821949136135514,29
1a,Clinical,0.07821949136135514,33
1a,Clinical,0.07821949136135514,37
1a,Clinical,0.07821949136135514,41
1a,Clinical,0.07821949136135514,45
1a,Clinical,0.07821949136135514,49
1a,Clinical,0.07821949136135514,53
1a,Clinical,0.07821949136135514,57
1a,Clinical,0.07821949136135514,61
1a,Clinical,0.07821949136135514,65
1a,Clinical,0.07821949136135514,69
1a,Clinical,0.07821949136135514,73
1a,Clinical,0.07821949136135514,77
1a,Clinical,0.07821949136135514,81
1a,Clinical,0.07821949136135514,85
1a,Clinical,0.07821949136135514,89
1a,Clinical,0.07821949136135514,93
1a,Clinical,0.07821949136135514,97
1a,Clinical,0.07821949136135514,101
1a,Clinical,0.07821949136135514,105
1a,Clinical,0.07821949136135514,109
1a,Clinical,0.07821949136135514,113
1a,Clinical,0.07821949136135514,117
1a,Clinical,0.07821949136135514,121
1a,Clinical,0.07821949136135514,125
1a,DCSA,0.0,1
1a,DCSA,0.0,5
1a,DCSA,0.0,9
1a,DCSA,0.0,13
1a,DCSA,0.0,17
1a,DCSA,0.0,21
1a,DCSA,0.0,25
1a,DCSA,0.0,29
1a,DCSA,0.0,33
1a,DCSA,0.0,37
1a,DCSA,0.0,41
1a,DCSA,0.0,45
1a,DCSA,0.0,49
1a,DCSA,0.0,53
1a,DCSA,0.0,57
1a,DCSA,0.0,61
1a,DCSA,0.0,65
1a,DCSA,0.0,69
1a,DCSA,0.0,73
1a,DCSA,0.0,77
1a,DCSA,0.0,81
1a,DCSA,0.0,85
1a,DCSA,0.0,89
1a,DCSA,0.0,93
1a,DCSA,0.0,97
1a,DCSA,0.0,101
1a,DCSA,0.0,105
1a,DCSA,0.0,109
1a,DCSA,0.0,113
1a,DCSA,0.0,117
1a,DCSA,0.0,121
1a,DCSA,0.0,125
1a,Dental,0.07829874543389978,1
1a,Dental,0.07829874543389978,5
1a,Dental,0.07829874543389978,9
1a,Dental,0.07829874543389978,13
1a,Dental,0.07829874543389978,17
1a,Dental,0.07829874543389978,21
1a,Dental,0.07829874543389978,25
1a,Dental,0.07829874543389978,29
1a,Dental,0.07829874543389978,33
1a,Dental,0.07829874543389978,37
1a,Dental,0.07829874543389978,41
1a,Dental,0.07829874543389978,45
1a,Dental,0.07829874543389978,49
1a,Dental,0.07829874543389978,53
1a,Dental,0.07829874543389978,57
1a,Dental,0.07829874543389978,61
1a,Dental,0.07829874543389978,65
1a,Dental,0.07829874543389978,69
1a,Dental,0.07829874543389978,73
1a,Dental,0.07829874543389978,77
1a,Dental,0.07829874543389978,81
1a,Dental,0.07829874543389978,85
1a,Dental,0.07829874543389978,89
1a,Dental,0.07829874543389978,93
1a,Dental,0.07829874543389978,97
1a,Dental,0.07829874543389978,101
1a,Dental,0.07829874543389978,105
1a,Dental,0.07829874543389978,109
1a,Dental,0.07829874543389978,113
1a,Dental,0.07829874543389978,117
1a,Dental,0.07829874543389978,121
1a,Dental,0.07829874543389978,125
1a,Laboratory,0.07846168148629579,1
1a,Laboratory,0.07846168148629579,5
1a,Laboratory,0.07846168148629579,9
1a,Laboratory,0.07846168148629579,13
1a,Laboratory,0.07846168148629579,17
1a,Laboratory,0.07846168148629579,21
1a,Laboratory,0.07846168148629579,25
1a,Laboratory,0.07846168148629579,29
1a,Laboratory,0.07846168148629579,33
1a,Laboratory,0.07846168148629579,37
1a,Laboratory,0.07846168148629579,41
1a,Laboratory,0.07846168148629579,45
1a,Laboratory,0.07846168148629579,49
1a,Laboratory,0.07846168148629579,53
1a,Laboratory,0.07846168148629579,57
1a,Laboratory,0.07846168148629579,61
1a,Laboratory,0.07846168148629579,65
1a,Laboratory,0.07846168148629579,69
1a,Laboratory,0.07846168148629579,73
1a,Laboratory,0.07846168148629579,77
1a,Laboratory,0.07846168148629579,81
1a,Laboratory,0.07846168148629579,85
1a,Laboratory,0.07846168148629579,89
1a,Laboratory,0.07846168148629579,93
1a,Laboratory,0.07846168148629579,97
1a,Laboratory,0.07846168148629579,101
1a,Laboratory,0.07846168148629579,105
1a,Laboratory,0.07846168148629579,109
1a,Laboratory,0.07846168148629579,113
1a,Laboratory,0.07846168148629579,117
1a,Laboratory,0.07846168148629579,121
1a,Laboratory,0.07846168148629579,125
1a,Mental,0.10685937629466333,1
1a,Mental,0.10685937629466333,5
1a,Mental,0.10685937629466333,9
1a,Mental,0.10685937629466333,13
1a,Mental,0.10685937629466333,17
1a,Mental,0.10685937629466333,21
1a,Mental,0.10685937629466333,25
1a,Mental,0.10685937629466333,29
1a,Mental,0.10685937629466333,33
1a,Mental,0.10685937629466333,37
1a,Mental,0.10685937629466333,41
1a,Mental,0.10685937629466333,45
1a,Mental,0.10685937629466333,49
1a,Mental,0.10685937629466333,53
1a,Mental,0.10685937629466333,57
1a,Mental,0.10685937629466333,61
1a,Mental,0.10685937629466333,65
1a,Mental,0.10685937629466333,69
1a,Mental,0.10685937629466333,73
1a,Mental,0.10685937629466333,77
1a,Mental,0.10685937629466333,81
1a,Mental,0.10685937629466333,85
1a,Mental,0.10685937629466333,89
1a,Mental,0.10685937629466333,93
1a,Mental,0.10685937629466333,97
1a,Mental,0.10685937629466333,101
1a,Mental,0.10685937629466333,105
1a,Mental,0.10685937629466333,109
1a,Mental,0.10685937629466333,113
1a,Mental,0.10685937629466333,117
1a,Mental,0.10685937629466333,121
1a,Mental,0.10685937629466333,125
1a,Nursing_and_Midwifery,0.07892770288117427,1
1a,Nursing_and_Midwifery,0.07892770288117427,5
1a,Nursing_and_Midwifery,0.07892770288117427,9
1a,Nursing_and_Midwifery,0.07892770288117427,13
1a,Nursing_and_Midwifery,0.07892770288117427,17
1a,Nursing_and_Midwifery,0.07892770288117427,21
1a,Nursing_and_Midwifery,0.07892770288117427,25
1a,Nursing_and_Midwifery,0.07892770288117427,29
1a,Nursing_and_Midwifery,0.07892770288117427,33
1a,Nursing_and_Midwifery,0.07892770288117427,37
1a,Nursing_and_Midwifery,0.07892770288117427,41
1a,Nursing_and_Midwifery,0.07892770288117427,45
1a,Nursing_and_Midwifery,0.07892770288117427,49
1a,Nursing_and_Midwifery,0.07892770288117427,53
1a,Nursing_and_Midwifery,0.07892770288117427,57
1a,Nursing_and_Midwifery,0.07892770288117427,61
1a,Nursing_and_Midwifery,0.07892770288117427,65
1a,Nursing_and_Midwifery,0.07892770288117427,69
1a,Nursing_and_Midwifery,0.07892770288117427,73
1a,Nursing_and_Midwifery,0.07892770288117427,77
1a,Nursing_and_Midwifery,0.07892770288117427,81
1a,Nursing_and_Midwifery,0.07892770288117427,85
1a,Nursing_and_Midwifery,0.07892770288117427,89
1a,Nursing_and_Midwifery,0.07892770288117427,93
1a,Nursing_and_Midwifery,0.07892770288117427,97
1a,Nursing_and_Midwifery,0.07892770288117427,101
1a,Nursing_and_Midwifery,0.07892770288117427,105
1a,Nursing_and_Midwifery,0.07892770288117427,109
1a,Nursing_and_Midwifery,0.07892770288117427,113
1a,Nursing_and_Midwifery,0.07892770288117427,117
1a,Nursing_and_Midwifery,0.07892770288117427,121
1a,Nursing_and_Midwifery,0.07892770288117427,125
1a,Nutrition,0.0639284345009262,1
1a,Nutrition,0.0639284345009262,5
1a,Nutrition,0.0639284345009262,9
1a,Nutrition,0.0639284345009262,13
1a,Nutrition,0.0639284345009262,17
1a,Nutrition,0.0639284345009262,21
1a,Nutrition,0.0639284345009262,25
1a,Nutrition,0.0639284345009262,29
1a,Nutrition,0.0639284345009262,33
1a,Nutrition,0.0639284345009262,37
1a,Nutrition,0.0639284345009262,41
1a,Nutrition,0.0639284345009262,45
1a,Nutrition,0.0639284345009262,49
1a,Nutrition,0.0639284345009262,53
1a,Nutrition,0.0639284345009262,57
1a,Nutrition,0.0639284345009262,61
1a,Nutrition,0.0639284345009262,65
1a,Nutrition,0.0639284345009262,69
1a,Nutrition,0.0639284345009262,73
1a,Nutrition,0.0639284345009262,77
1a,Nutrition,0.0639284345009262,81
1a,Nutrition,0.0639284345009262,85
1a,Nutrition,0.0639284345009262,89
1a,Nutrition,0.0639284345009262,93
1a,Nutrition,0.0639284345009262,97
1a,Nutrition,0.0639284345009262,101
1a,Nutrition,0.0639284345009262,105
1a,Nutrition,0.0639284345009262,109
1a,Nutrition,0.0639284345009262,113
1a,Nutrition,0.0639284345009262,117
1a,Nutrition,0.0639284345009262,121
1a,Nutrition,0.0639284345009262,125
1a,Pharmacy,0.06948847292837491,1
1a,Pharmacy,0.06948847292837491,5
1a,Pharmacy,0.06948847292837491,9
1a,Pharmacy,0.06948847292837491,13
1a,Pharmacy,0.06948847292837491,17
1a,Pharmacy,0.06948847292837491,21
1a,Pharmacy,0.06948847292837491,25
1a,Pharmacy,0.06948847292837491,29
1a,Pharmacy,0.06948847292837491,33
1a,Pharmacy,0.06948847292837491,37
1a,Pharmacy,0.06948847292837491,41
1a,Pharmacy,0.06948847292837491,45
1a,Pharmacy,0.06948847292837491,49
1a,Pharmacy,0.06948847292837491,53
1a,Pharmacy,0.06948847292837491,57
1a,Pharmacy,0.06948847292837491,61
1a,Pharmacy,0.06948847292837491,65
1a,Pharmacy,0.06948847292837491,69
1a,Pharmacy,0.06948847292837491,73
1a,Pharmacy,0.06948847292837491,77
1a,Pharmacy,0.06948847292837491,81
1a,Pharmacy,0.06948847292837491,85
1a,Pharmacy,0.06948847292837491,89
1a,Pharmacy,0.06948847292837491,93
1a,Pharmacy,0.06948847292837491,97
1a,Pharmacy,0.06948847292837491,101
1a,Pharmacy,0.06948847292837491,105
1a,Pharmacy,0.06948847292837491,109
1a,Pharmacy,0.06948847292837491,113
1a,Pharmacy,0.06948847292837491,117
1a,Pharmacy,0.06948847292837491,121
1a,Pharmacy,0.06948847292837491,125
1a,Radiography,0.08571077482388902,1
1a,Radiography,0.08571077482388902,5
1a,Radiography,0.08571077482388902,9
1a,Radiography,0.08571077482388902,13
1a,Radiography,0.08571077482388902,17
1a,Radiography,0.08571077482388902,21
1a,Radiography,0.08571077482388902,25
1a,Radiography,0.08571077482388902,29
1a,Radiography,0.08571077482388902,33
1a,Radiography,0.08571077482388902,37
1a,Radiography,0.08571077482388902,41
1a,Radiography,0.08571077482388902,45
1a,Radiography,0.08571077482388902,49
1a,Radiography,0.08571077482388902,53
1a,Radiography,0.08571077482388902,57
1a,Radiography,0.08571077482388902,61
1a,Radiography,0.08571077482388902,65
1a,Radiography,0.08571077482388902,69
1a,Radiography,0.08571077482388902,73
1a,Radiography,0.08571077482388902,77
1a,Radiography,0.08571077482388902,81
1a,Radiography,0.08571077482388902,85
1a,Radiography,0.08571077482388902,89
1a,Radiography,0.08571077482388902,93
1a,Radiography,0.08571077482388902,97
1a,Radiography,0.08571077482388902,101
1a,Radiography,0.08571077482388902,105
1a,Radiography,0.08571077482388902,109
1a,Radiography,0.08571077482388902,113
1a,Radiography,0.08571077482388902,117
1a,Radiography,0.08571077482388902,121
1a,Radiography,0.08571077482388902,125
1b,Clinical,0.08425025640663661,2
1b,Clinical,0.08425025640663661,6
1b,Clinical,0.08425025640663661,10
1b,Clinical,0.08425025640663661,14
1b,Clinical,0.08425025640663661,18
1b,Clinical,0.08425025640663661,22
1b,Clinical,0.08425025640663661,26
1b,Clinical,0.08425025640663661,30
1b,Clinical,0.08425025640663661,34
1b,Clinical,0.08425025640663661,38
1b,Clinical,0.08425025640663661,42
1b,Clinical,0.08425025640663661,46
1b,Clinical,0.08425025640663661,50
1b,Clinical,0.08425025640663661,54
1b,Clinical,0.08425025640663661,58
1b,Clinical,0.08425025640663661,62
1b,Clinical,0.08425025640663661,66
1b,Clinical,0.08425025640663661,70
1b,Clinical,0.08425025640663661,74
1b,Clinical,0.08425025640663661,78
1b,Clinical,0.08425025640663661,82
1b,Clinical,0.08425025640663661,86
1b,Clinical,0.08425025640663661,90
1b,Clinical,0.08425025640663661,94
1b,Clinical,0.08425025640663661,98
1b,Clinical,0.08425025640663661,102
1b,Clinical,0.08425025640663661,106
1b,Clinical,0.08425025640663661,110
1b,Clinical,0.08425025640663661,114
1b,Clinical,0.08425025640663661,118
1b,Clinical,0.08425025640663661,122
1b,Clinical,0.08425025640663661,126
1b,DCSA,0.0,2
1b,DCSA,0.0,6
1b,DCSA,0.0,10
1b,DCSA,0.0,14
1b,DCSA,0.0,18
1b,DCSA,0.0,22
1b,DCSA,0.0,26
1b,DCSA,0.0,30
1b,DCSA,0.0,34
1b,DCSA,0.0,38
1b,DCSA,0.0,42
1b,DCSA,0.0,46
1b,DCSA,0.0,50
1b,DCSA,0.0,54
1b,DCSA,0.0,58
1b,DCSA,0.0,62
1b,DCSA,0.0,66
1b,DCSA,0.0,70
1b,DCSA,0.0,74
1b,DCSA,0.0,78
1b,DCSA,0.0,82
1b,DCSA,0.0,86
1b,DCSA,0.0,90
1b,DCSA,0.0,94
1b,DCSA,0.0,98
1b,DCSA,0.0,102
1b,DCSA,0.0,106
1b,DCSA,0.0,110
1b,DCSA,0.0,114
1b,DCSA,0.0,118
1b,DCSA,0.0,122
1b,DCSA,0.0,126
1b,Dental,0.07829874543389978,2
1b,Dental,0.07829874543389978,6
1b,Dental,0.07829874543389978,10
1b,Dental,0.07829874543389978,14
1b,Dental,0.07829874543389978,18
1b,Dental,0.07829874543389978,22
1b,Dental,0.07829874543389978,26
1b,Dental,0.07829874543389978,30
1b,Dental,0.07829874543389978,34
1b,Dental,0.07829874543389978,38
1b,Dental,0.07829874543389978,42
1b,Dental,0.07829874543389978,46
1b,Dental,0.07829874543389978,50
1b,Dental,0.07829874543389978,54
1b,Dental,0.07829874543389978,58
1b,Dental,0.07829874543389978,62
1b,Dental,0.07829874543389978,66
1b,Dental,0.07829874543389978,70
1b,Dental,0.07829874543389978,74
1b,Dental,0.07829874543389978,78
1b,Dental,0.07829874543389978,82
1b,Dental,0.07829874543389978,86
1b,Dental,0.07829874543389978,90
1b,Dental,0.07829874543389978,94
1b,Dental,0.07829874543389978,98
1b,Dental,0.07829874543389978,102
1b,Dental,0.07829874543389978,106
1b,Dental,0.07829874543389978,110
1b,Dental,0.07829874543389978,114
1b,Dental,0.07829874543389978,118
1b,Dental,0.07829874543389978,122
1b,Dental,0.07829874543389978,126
1b,Laboratory,0.07011174614698786,2
1b,Laboratory,0.07011174614698786,6
1b,Laboratory,0.07011174614698786,10
1b,Laboratory,0.07011174614698786,14
1b,Laboratory,0.07011174614698786,18
1b,Laboratory,0.07011174614698786,22
1b,Laboratory,0.07011174614698786,26
1b,Laboratory,0.07011174614698786,30
1b,Laboratory,0.07011174614698786,34
1b,Laboratory,0.07011174614698786,38
1b,Laboratory,0.07011174614698786,42
1b,Laboratory,0.07011174614698786,46
1b,Laboratory,0.07011174614698786,50
1b,Laboratory,0.07011174614698786,54
1b,Laboratory,0.07011174614698786,58
1b,Laboratory,0.07011174614698786,62
1b,Laboratory,0.07011174614698786,66
1b,Laboratory,0.07011174614698786,70
1b,Laboratory,0.07011174614698786,74
1b,Laboratory,0.07011174614698786,78
1b,Laboratory,0.07011174614698786,82
1b,Laboratory,0.07011174614698786,86
1b,Laboratory,0.07011174614698786,90
1b,Laboratory,0.07011174614698786,94
1b,Laboratory,0.07011174614698786,98
1b,Laboratory,0.07011174614698786,102
1b,Laboratory,0.07011174614698786,106
1b,Laboratory,0.07011174614698786,110
1b,Laboratory,0.07011174614698786,114
1b,Laboratory,0.07011174614698786,118
1b,Laboratory,0.07011174614698786,122
1b,Laboratory,0.07011174614698786,126
1b,Mental,0.10685937629466333,2
1b,Mental,0.10685937629466333,6
1b,Mental,0.10685937629466333,10
1b,Mental,0.10685937629466333,14
1b,Mental,0.10685937629466333,18
1b,Mental,0.10685937629466333,22
1b,Mental,0.10685937629466333,26
1b,Mental,0.10685937629466333,30
1b,Mental,0.10685937629466333,34
1b,Mental,0.10685937629466333,38
1b,Mental,0.10685937629466333,42
1b,Mental,0.10685937629466333,46
1b,Mental,0.10685937629466333,50
1b,Mental,0.10685937629466333,54
1b,Mental,0.10685937629466333,58
1b,Mental,0.10685937629466333,62
1b,Mental,0.10685937629466333,66
1b,Mental,0.10685937629466333,70
1b,Mental,0.10685937629466333,74
1b,Mental,0.10685937629466333,78
1b,Mental,0.10685937629466333,82
1b,Mental,0.10685937629466333,86
1b,Mental,0.10685937629466333,90
1b,Mental,0.10685937629466333,94
1b,Mental,0.10685937629466333,98
1b,Mental,0.10685937629466333,102
1b,Mental,0.10685937629466333,106
1b,Mental,0.10685937629466333,110
1b,Mental,0.10685937629466333,114
1b,Mental,0.10685937629466333,118
1b,Mental,0.10685937629466333,122
1b,Mental,0.10685937629466333,126
1b,Nursing_and_Midwifery,0.08303644727374786,2
1b,Nursing_and_Midwifery,0.08303644727374786,6
1b,Nursing_and_Midwifery,0.08303644727374786,10
1b,Nursing_and_Midwifery,0.08303644727374786,14
1b,Nursing_and_Midwifery,0.08303644727374786,18
1b,Nursing_and_Midwifery,0.08303644727374786,22
1b,Nursing_and_Midwifery,0.08303644727374786,26
1b,Nursing_and_Midwifery,0.08303644727374786,30
1b,Nursing_and_Midwifery,0.08303644727374786,34
1b,Nursing_and_Midwifery,0.08303644727374786,38
1b,Nursing_and_Midwifery,0.08303644727374786,42
1b,Nursing_and_Midwifery,0.08303644727374786,46
1b,Nursing_and_Midwifery,0.08303644727374786,50
1b,Nursing_and_Midwifery,0.08303644727374786,54
1b,Nursing_and_Midwifery,0.08303644727374786,58
1b,Nursing_and_Midwifery,0.08303644727374786,62
1b,Nursing_and_Midwifery,0.08303644727374786,66
1b,Nursing_and_Midwifery,0.08303644727374786,70
1b,Nursing_and_Midwifery,0.08303644727374786,74
1b,Nursing_and_Midwifery,0.08303644727374786,78
1b,Nursing_and_Midwifery,0.08303644727374786,82
1b,Nursing_and_Midwifery,0.08303644727374786,86
1b,Nursing_and_Midwifery,0.08303644727374786,90
1b,Nursing_and_Midwifery,0.08303644727374786,94
1b,Nursing_and_Midwifery,0.08303644727374786,98
1b,Nursing_and_Midwifery,0.08303644727374786,102
1b,Nursing_and_Midwifery,0.08303644727374786,106
1b,Nursing_and_Midwifery,0.08303644727374786,110
1b,Nursing_and_Midwifery,0.08303644727374786,114
1b,Nursing_and_Midwifery,0.08303644727374786,118
1b,Nursing_and_Midwifery,0.08303644727374786,122
1b,Nursing_and_Midwifery,0.08303644727374786,126
1b,Nutrition,0.0639284345009262,2
1b,Nutrition,0.0639284345009262,6
1b,Nutrition,0.0639284345009262,10
1b,Nutrition,0.0639284345009262,14
1b,Nutrition,0.0639284345009262,18
1b,Nutrition,0.0639284345009262,22
1b,Nutrition,0.0639284345009262,26
1b,Nutrition,0.0639284345009262,30
1b,Nutrition,0.0639284345009262,34
1b,Nutrition,0.0639284345009262,38
1b,Nutrition,0.0639284345009262,42
1b,Nutrition,0.0639284345009262,46
1b,Nutrition,0.0639284345009262,50
1b,Nutrition,0.0639284345009262,54
1b,Nutrition,0.0639284345009262,58
1b,Nutrition,0.0639284345009262,62
1b,Nutrition,0.0639284345009262,66
1b,Nutrition,0.0639284345009262,70
