Staff,Staff_ID,Facility_ID
608,608,8082
609,609,8221
610,610,8079
611,611,8221
612,612,8082
613,613,8079
614,614,8079
615,615,8082
616,616,8082
617,617,8221
618,618,8082
619,619,8221
620,620,8079
621,621,8079
622,622,8221
623,623,8082
624,624,8082
625,625,8082
626,626,8079
627,627,8079
628,628,8079
629,629,8082
630,630,8082
631,631,8079
632,632,8082
633,633,8221
634,634,8082
635,635,8079
636,636,8221
637,637,8082
638,638,8079
639,639,8221
640,640,8079
641,641,8079
642,642,8221
643,643,8221
644,644,8082
645,645,8221
646,646,8221
647,647,8079
648,648,8079
649,649,8079
650,650,8079
651,651,8079
652,652,8221
653,653,8079
654,654,8221
655,655,8221
656,656,8079
657,657,8082
658,658,8082
659,659,8079
660,660,8082
661,661,8082
662,662,8079
663,663,8221
664,664,8079
665,665,8082
666,666,8082
667,667,8079
668,668,8079
669,669,8082
670,670,8221
671,671,8221
672,672,8082
673,673,8221
674,674,8082
675,675,8082
676,676,7369
677,677,7069
678,678,7369
679,679,7069
680,680,7403
681,681,7069
682,682,6987
683,683,7369
684,684,7369
685,685,7369
686,686,6987
687,687,7069
688,688,7403
689,689,6987
690,690,6987
691,691,6987
692,692,7069
693,693,7369
694,694,7069
695,695,7369
696,696,6987
697,697,7369
698,698,7069
699,699,7069
700,700,7403
701,701,7403
702,702,6987
703,703,7403
704,704,7403
705,705,6987
706,706,7403
707,707,7403
708,708,7369
709,709,7369
710,710,7069
711,711,7069
712,712,7069
713,713,6987
714,714,7069
715,715,7403
716,716,7369
717,717,7403
718,718,6987
719,719,7069
720,720,7403
721,721,7069
722,722,7403
723,723,6987
724,724,7069
725,725,7069
726,726,7369
727,727,7069
728,728,6987
729,729,6987
730,730,7069
731,731,7403
732,732,7069
733,733,6987
734,734,6987
735,735,7403
736,736,6987
737,737,6987
738,738,6987
739,739,6987
740,740,7069
741,741,7069
742,742,7403
743,743,7403
744,744,7369
745,745,7403
746,746,7369
747,747,7069
748,748,7403
749,749,7069
750,750,7403
751,751,7069
752,752,7403
753,753,6987
754,754,6987
755,755,7403
756,756,6987
757,757,7069
758,758,6987
759,759,7403
760,760,6987
761,761,7069
762,762,6987
763,763,6987
764,764,7403
765,765,7069
766,766,6987
767,767,6987
768,768,7369
769,769,7369
770,770,7069
771,771,7369
772,772,7369
773,773,7403
774,774,6987
775,775,7069
776,776,6987
777,777,7069
778,778,7069
779,779,6987
780,780,7069
781,781,7403
782,782,6987
783,783,7069
784,784,7369
785,785,7069
786,786,7369
787,787,5737
788,788,5737
789,789,5737
790,790,5737
791,791,5737
792,792,5737
793,793,5737
794,794,5737
795,795,5737
796,796,5737
797,797,5737
798,798,5737
799,799,5737
800,800,5737
801,801,5737
802,802,5737
803,803,5737
804,804,5737
805,805,5737
806,806,5737
807,807,5737
808,808,5737
809,809,5737
810,810,5737
811,811,5737
812,812,5737
813,813,5737
814,814,5737
815,815,5737
816,816,5737
817,817,5737
818,818,5737
819,819,5737
820,820,5737
821,821,5737
822,822,5737
823,823,5737
824,824,5737
825,825,5737
826,826,5737
827,827,5737
828,828,5737
829,829,5737
830,830,5737
831,831,5737
832,832,5737
833,833,5737
834,834,5737
835,835,5737
836,836,5737
837,837,5737
838,838,5737
839,839,5737
840,840,5737
841,841,5737
842,842,5737
843,843,5737
844,844,5737
845,845,5737
846,846,5737
847,847,5737
848,848,5737
849,849,5737
850,850,5737
851,851,5737
852,852,5737
853,853,5737
854,854,5737
855,855,5737
856,856,5737
857,857,5737
858,858,5737
859,859,5737
860,860,5737
861,861,5737
862,862,5737
863,863,5737
864,864,5737
865,865,5737
866,866,5737
867,867,5737
868,868,5737
869,869,5737
870,870,5737
871,871,5737
872,872,5737
873,873,5737
874,874,5737
875,875,5737
876,876,5737
877,877,5737
878,878,5737
879,879,5737
880,880,5737
881,881,5737
882,882,5737
883,883,5737
884,884,5737
885,885,5737
886,886,5737
887,887,5737
888,888,5737
889,889,5737
890,890,8079
891,891,8221
892,892,8079
893,893,8079
894,894,8079
895,895,8082
896,896,8221
897,897,8082
898,898,8079
899,899,8082
900,900,8079
901,901,8221
902,902,8079
903,903,8079
904,904,8221
905,905,8079
906,906,8082
907,907,8221
908,908,8221
909,909,8221
910,910,8079
911,911,8082
912,912,8079
913,913,8079
914,914,8082
915,915,8082
916,916,8082
917,917,8082
918,918,8221
919,919,8079
920,920,8082
921,921,8079
922,922,8082
923,923,8082
924,924,8221
925,925,8082
926,926,8221
927,927,8079
928,928,8079
929,929,8079
930,930,8079
931,931,8079
932,932,8221
933,933,8079
934,934,8221
935,935,8082
936,936,8079
937,937,8082
938,938,8221
939,939,8082
940,940,8079
941,941,8079
942,942,8221
943,943,8079
944,944,8079
945,945,8221
946,946,8082
947,947,8082
948,948,8082
949,949,8082
950,950,8079
951,951,8082
952,952,8079
953,953,8082
954,954,8221
955,955,8221
956,956,8221
957,957,8082
958,958,8082
959,959,8082
960,960,8221
961,961,8079
962,962,8221
963,963,8082
964,964,8221
965,965,8082
966,966,8079
967,967,8221
968,968,8082
969,969,8079
970,970,8079
971,971,8082
972,972,8221
973,973,8079
974,974,8221
975,975,8079
976,976,8221
977,977,8082
978,978,8079
979,979,8079
980,980,8082
981,981,8221
982,982,8221
983,983,8082
984,984,8082
985,985,8079
986,986,8079
987,987,8082
988,988,8079
989,989,8221
990,990,8079
991,991,8079
992,992,8079
993,993,8082
994,994,8221
995,995,8079
996,996,8221
997,997,8221
998,998,8079
999,999,8221
1000,1000,8082
1001,1001,8221
1002,1002,8079
1003,1003,8079
1004,1004,8082
1005,1005,8082
1006,1006,8221
1007,1007,8079
1008,1008,8221
1009,1009,8079
1010,1010,8221
1011,1011,8082
1012,1012,8079
1013,1013,8082
1014,1014,8082
1015,1015,8079
1016,1016,8082
1017,1017,8079
1018,1018,8082
1019,1019,8079
1020,1020,8221
1021,1021,8082
1022,1022,8221
1023,1023,8082
1024,1024,8082
1025,1025,8079
1026,1026,8079
1027,1027,8221
1028,1028,8082
1029,1029,8221
1030,1030,8079
1031,1031,8079
1032,1032,8082
1033,1033,8221
1034,1034,8221
1035,1035,8079
1036,1036,8221
1037,1037,8221
1038,1038,8079
1039,1039,8983
1040,1040,8983
1041,1041,8983
1042,1042,8983
1043,1043,8983
1044,1044,9062
1045,1045,9230
1046,1046,9230
1047,1047,8983
1048,1048,9062
1049,1049,8983
1050,1050,9062
1051,1051,8983
1052,1052,9230
1053,1053,9062
1054,1054,9230
1055,1055,8983
1056,1056,9062
1057,1057,8983
1058,1058,9062
1059,1059,9062
1060,1060,9062
1061,1061,8983
1062,1062,8983
1063,1063,9230
1064,1064,8983
1065,1065,9230
1066,1066,9062
1067,1067,9062
1068,1068,9062
1069,1069,9062
1070,1070,8983
1071,1071,9230
1072,1072,9230
1073,1073,9062
1074,1074,9062
1075,1075,9230
1076,1076,9230
1077,1077,8983
1078,1078,8983
1079,1079,9062
1080,1080,9230
1081,1081,9062
1082,1082,9062
1083,1083,9230
1084,1084,9230
1085,1085,8983
1086,1086,9230
1087,1087,8983
1088,1088,8983
1089,1089,9230
1090,1090,9062
1091,1091,9230
1092,1092,9062
1093,1093,9062
1094,1094,9062
1095,1095,9230
1096,1096,8983
1097,1097,9230
1098,1098,8983
1099,1099,9062
1100,1100,9230
1101,1101,9062
1102,1102,9230
1103,1103,9230
1104,1104,9230
1105,1105,9230
1106,1106,9062
1107,1107,9062
1108,1108,9230
1109,1109,8983
1110,1110,8983
1111,1111,8983
1112,1112,9062
1113,1113,8983
1114,1114,9230
1115,1115,8983
1116,1116,9062
1117,1117,8983
1118,1118,9062
1119,1119,9230
1120,1120,9062
1121,1121,9230
1122,1122,9230
1123,1123,9230
1124,1124,9062
1125,1125,9062
1126,1126,8983
1127,1127,8983
1128,1128,9062
1129,1129,8983
1130,1130,9230
1131,1131,9062
1132,1132,9230
1133,1133,9062
1134,1134,9230
1135,1135,9230
1136,1136,9062
1137,1137,9230
1138,1138,8983
1139,1139,9230
1140,1140,9230
1141,1141,9230
1142,1142,8983
1143,1143,9230
1144,1144,9230
1145,1145,9062
1146,1146,9230
1147,1147,9062
1148,1148,8983
1149,1149,9230
1150,1150,8983
1151,1151,9062
1152,1152,9230
1153,1153,8983
1154,1154,9230
1155,1155,9062
1156,1156,8983
1157,1157,8983
1158,1158,8983
1159,1159,9062
1160,1160,7972
1161,1161,7923
1162,1162,7972
1163,1163,7972
1164,1164,7923
1165,1165,7923
1166,1166,7923
1167,1167,7923
1168,1168,7972
1169,1169,7972
1170,1170,7923
1171,1171,7972
1172,1172,7972
1173,1173,7972
1174,1174,7972
1175,1175,7923
1176,1176,7972
1177,1177,7923
1178,1178,7972
1179,1179,7972
1180,1180,7972
1181,1181,7923
1182,1182,7972
1183,1183,7972
1184,1184,7923
1185,1185,7972
1186,1186,7923
1187,1187,7923
1188,1188,7972
1189,1189,7923
1190,1190,7972
1191,1191,7923
1192,1192,7923
1193,1193,7972
1194,1194,7972
1195,1195,7972
1196,1196,7972
1197,1197,7923
1198,1198,7972
1199,1199,7972
1200,1200,7972
1201,1201,7923
1202,1202,7923
1203,1203,7923
1204,1204,7923
1205,1205,7923
1206,1206,7923
1207,1207,7972
1208,1208,7923
1209,1209,7923
1210,1210,7972
1211,1211,7923
1212,1212,7972
1213,1213,7923
1214,1214,7923
1215,1215,7972
1216,1216,7923
1217,1217,7923
1218,1218,7972
1219,1219,7923
1220,1220,7972
1221,1221,7972
1222,1222,7923
1223,1223,7923
1224,1224,7923
1225,1225,7923
1226,1226,7923
1227,1227,7923
1228,1228,7923
1229,1229,7923
1230,1230,7972
1231,1231,7972
1232,1232,7923
1233,1233,7923
1234,1234,7923
1235,1235,7972
1236,1236,7923
1237,1237,7923
1238,1238,7923
1239,1239,7923
1240,1240,7972
1241,1241,7972
1242,1242,7972
1243,1243,7923
1244,1244,7923
1245,1245,7923
1246,1246,7923
1247,1247,7923
1248,1248,7923
1249,1249,7923
1250,1250,7972
1251,1251,7972
1252,1252,7972
1253,1253,7972
1254,1254,7923
1255,1255,7923
1256,1256,7923
1257,1257,7972
1258,1258,7972
1259,1259,7972
1260,1260,7972
1261,1261,7972
1262,1262,7972
1263,1263,7923
1264,1264,7972
1265,1265,7923
1266,1266,7923
1267,1267,7923
1268,1268,7972
1269,1269,7923
1270,1270,7923
1271,1271,0
1272,1272,0
1273,1273,0
1274,1274,0
1275,1275,0
1276,1276,0
1277,1277,0
1278,1278,0
1279,1279,0
1280,1280,0
1281,1281,0
1282,1282,0
1283,1283,0
1284,1284,0
1285,1285,0
1286,1286,0
1287,1287,0
1288,1288,0
1289,1289,0
1290,1290,0
1291,1291,0
1292,1292,0
1293,1293,0
1294,1294,0
1295,1295,0
1296,1296,0
1297,1297,0
1298,1298,0
1299,1299,0
1300,1300,0
1301,1301,0
1302,1302,0
1303,1303,0
1304,1304,0
1305,1305,0
1306,1306,0
1307,1307,0
1308,1308,0
1309,1309,0
1310,1310,0
1311,1311,0
1312,1312,0
1313,1313,0
1314,1314,0
1315,1315,0
1316,1316,0
1317,1317,0
1318,1318,0
1319,1319,0
1320,1320,0
1321,1321,0
1322,1322,0
1323,1323,0
1324,1324,0
1325,1325,0
1326,1326,0
1327,1327,0
1328,1328,0
1329,1329,0
1330,1330,0
1331,1331,0
1332,1332,0
1333,1333,0
1334,1334,0
1335,1335,0
1336,1336,0
1337,1337,0
1338,1338,0
1339,1339,0
1340,1340,0
1341,1341,0
1342,1342,0
1343,1343,0
1344,1344,0
1345,1345,0
1346,1346,0
1347,1347,0
1348,1348,0
1349,1349,0
1350,1350,0
1351,1351,0
1352,1352,0
1353,1353,0
1354,1354,0
1355,1355,0
1356,1356,0
1357,1357,0
1358,1358,0
1359,1359,0
1360,1360,0
1361,1361,0
1362,1362,0
1363,1363,0
1364,1364,0
1365,1365,0
1366,1366,0
1367,1367,0
1368,1368,0
1369,1369,5160
1370,1370,5218
1371,1371,5160
1372,1372,5218
1373,1373,5218
1374,1374,4929
1375,1375,5160
1376,1376,5160
1377,1377,5160
1378,1378,5218
1379,1379,5218
1380,1380,5218
1381,1381,4929
1382,1382,5160
1383,1383,5218
1384,1384,5218
1385,1385,5160
1386,1386,5218
1387,1387,5160
1388,1388,5160
1389,1389,4929
1390,1390,5160
1391,1391,5160
1392,1392,5218
1393,1393,5160
1394,1394,5218
1395,1395,5218
1396,1396,5218
1397,1397,5160
1398,1398,4929
1399,1399,5218
1400,1400,5160
1401,1401,5218
1402,1402,4929
1403,1403,5218
1404,1404,4929
1405,1405,5218
1406,1406,4929
1407,1407,4929
1408,1408,5160
1409,1409,5218
1410,1410,5160
1411,1411,4929
1412,1412,5160
1413,1413,5160
1414,1414,4929
1415,1415,5218
1416,1416,5160
1417,1417,4929
1418,1418,5160
1419,1419,5218
1420,1420,5218
1421,1421,5218
1422,1422,4929
1423,1423,5218
1424,1424,5218
1425,1425,4929
1426,1426,4929
1427,1427,5218
1428,1428,5218
1429,1429,5218
1430,1430,5160
1431,1431,4929
1432,1432,5218
1433,1433,4929
1434,1434,5218
1435,1435,5160
1436,1436,5218
1437,1437,5160
1438,1438,4929
1439,1439,5160
1440,1440,5218
1441,1441,5218
1442,1442,5218
1443,1443,5218
1444,1444,5218
1445,1445,5160
1446,1446,5218
1447,1447,5160
1448,1448,5160
1449,1449,5218
1450,1450,5218
1451,1451,4929
1452,1452,5218
1453,1453,5218
1454,1454,4929
1455,1455,5160
1456,1456,4929
1457,1457,5160
1458,1458,4929
1459,1459,4929
1460,1460,5160
1461,1461,4929
1462,1462,5160
1463,1463,5218
1464,1464,5218
1465,1465,5160
1466,1466,4929
1467,1467,5218
1468,1468,5218
1469,1469,5160
1470,1470,5160
1471,1471,5218
1472,1472,5160
1473,1473,4929
1474,1474,4929
1475,1475,5160
1476,1476,5218
1477,1477,5218
1478,1478,4929
1479,1479,5160
1480,1480,4929
1481,1481,4929
1482,1482,5160
1483,1483,4929
1484,1484,5218
1485,1485,4929
1486,1486,4929
1487,1487,4929
1488,1488,4929
1489,1489,4929
1490,1490,4929
1491,1491,4929
1492,1492,5218
1493,1493,4929
1494,1494,5218
1495,1495,5160
1496,1496,5160
1497,1497,4929
1498,1498,5218
1499,1499,5160
1500,1500,5218
1501,1501,5160
1502,1502,5160
1503,1503,5160
1504,1504,5160
1505,1505,5160
1506,1506,5160
1507,1507,5218
1508,1508,5160
1509,1509,5160
1510,1510,5160
1511,1511,5160
1512,1512,5160
1513,1513,5218
1514,1514,3585
1515,1515,3693
1516,1516,3776
1517,1517,3776
1518,1518,3776
1519,1519,3246
1520,1520,3585
1521,1521,3693
1522,1522,3693
1523,1523,3585
1524,1524,3776
1525,1525,3776
1526,1526,3585
1527,1527,3776
1528,1528,3585
1529,1529,3246
1530,1530,3585
1531,1531,3246
1532,1532,3246
1533,1533,3776
1534,1534,3246
1535,1535,3693
1536,1536,3585
1537,1537,3585
1538,1538,3585
1539,1539,3693
1540,1540,3776
1541,1541,3776
1542,1542,3693
1543,1543,3246
1544,1544,3693
1545,1545,3585
1546,1546,3776
1547,1547,3246
1548,1548,3776
1549,1549,3585
1550,1550,3693
1551,1551,3693
1552,1552,3246
1553,1553,3585
1554,1554,3776
1555,1555,3693
1556,1556,3585
1557,1557,3585
1558,1558,3246
1559,1559,3585
1560,1560,3585
1561,1561,3585
1562,1562,3585
1563,1563,3693
1564,1564,3693
1565,1565,3776
1566,1566,3776
1567,1567,3246
1568,1568,3585
1569,1569,3585
1570,1570,3693
1571,1571,3776
1572,1572,3693
1573,1573,3246
1574,1574,3776
1575,1575,3585
1576,1576,3776
1577,1577,3585
1578,1578,3776
1579,1579,3693
1580,1580,3246
1581,1581,3246
1582,1582,3246
1583,1583,3693
1584,1584,3776
1585,1585,3776
1586,1586,3585
1587,1587,3585
1588,1588,3693
1589,1589,3246
1590,1590,3776
1591,1591,3246
1592,1592,3585
1593,1593,3585
1594,1594,3776
1595,1595,3776
1596,1596,3776
1597,1597,3246
1598,1598,3246
1599,1599,3585
1600,1600,3246
1601,1601,3246
1602,1602,3246
1603,1603,3246
1604,1604,3585
1605,1605,3585
1606,1606,3246
1607,1607,3585
1608,1608,3585
1609,1609,3693
1610,1610,3776
1611,1611,3776
1612,1612,3776
1613,1613,3246
1614,1614,3693
1615,1615,3776
1616,1616,3246
1617,1617,3246
1618,1618,3693
1619,1619,3776
1620,1620,3246
1621,1621,3693
1622,1622,3585
1623,1623,3246
1624,1624,3776
1625,1625,3776
1626,1626,3693
1627,1627,3246
1628,1628,3585
1629,1629,3246
1630,1630,3776
1631,1631,3246
1632,1632,3693
1633,1633,3693
1634,1634,3693
1635,1635,3693
1636,1636,3693
1637,1637,3585
1638,1638,3585
1639,1639,3776
1640,1640,3776
1641,1641,3585
1642,1642,3585
1643,1643,3246
1644,1644,3246
1645,1645,3776
1646,1646,3246
1647,1647,3693
1648,1648,214
1649,1649,442
1650,1650,442
1651,1651,442
1652,1652,214
1653,1653,458
1654,1654,442
1655,1655,214
1656,1656,214
1657,1657,367
1658,1658,214
1659,1659,458
1660,1660,458
1661,1661,367
1662,1662,442
1663,1663,367
1664,1664,367
1665,1665,442
1666,1666,367
1667,1667,367
1668,1668,442
1669,1669,214
1670,1670,442
1671,1671,214
1672,1672,442
1673,1673,367
1674,1674,442
1675,1675,367
1676,1676,458
1677,1677,458
1678,1678,458
1679,1679,214
1680,1680,214
1681,1681,442
1682,1682,442
1683,1683,458
1684,1684,367
1685,1685,458
1686,1686,367
1687,1687,214
1688,1688,214
1689,1689,367
1690,1690,442
1691,1691,367
1692,1692,367
1693,1693,458
1694,1694,442
1695,1695,214
1696,1696,214
1697,1697,442
1698,1698,442
1699,1699,442
1700,1700,214
1701,1701,367
1702,1702,367
1703,1703,367
1704,1704,367
1705,1705,458
1706,1706,367
1707,1707,367
1708,1708,442
1709,1709,442
1710,1710,367
1711,1711,458
1712,1712,367
1713,1713,458
1714,1714,458
1715,1715,458
1716,1716,442
1717,1717,442
1718,1718,214
1719,1719,442
1720,1720,367
1721,1721,367
1722,1722,442
1723,1723,214
1724,1724,367
1725,1725,214
1726,1726,367
1727,1727,458
1728,1728,214
1729,1729,367
1730,1730,442
1731,1731,458
1732,1732,458
1733,1733,442
1734,1734,214
1735,1735,214
1736,1736,367
1737,1737,367
1738,1738,458
1739,1739,458
1740,1740,442
1741,1741,367
1742,1742,458
1743,1743,442
1744,1744,214
1745,1745,367
1746,1746,442
1747,1747,367
1748,1748,442
1749,1749,214
1750,1750,367
1751,1751,442
1752,1752,367
1753,1753,214
1754,1754,367
1755,1755,214
1756,1756,442
1757,1757,367
1758,1758,214
1759,1759,367
1760,1760,214
1761,1761,367
1762,1762,1981
1763,1763,2243
1764,1764,1981
1765,1765,2243
1766,1766,2243
1767,1767,1981
1768,1768,1981
1769,1769,1981
1770,1770,2243
1771,1771,1981
1772,1772,1981
1773,1773,2243
1774,1774,2243
1775,1775,1981
1776,1776,1981
1777,1777,2243
1778,1778,1981
1779,1779,1981
1780,1780,1981
1781,1781,1981
1782,1782,2243
1783,1783,2243
1784,1784,1981
1785,1785,2243
1786,1786,2243
1787,1787,1981
1788,1788,1981
1789,1789,2243
1790,1790,2243
1791,1791,1981
1792,1792,2243
1793,1793,1981
1794,1794,1981
1795,1795,2243
1796,1796,2243
1797,1797,2243
1798,1798,1981
1799,1799,1981
1800,1800,2243
1801,1801,1981
1802,1802,2243
1803,1803,1981
