,Facility_ID,Officer_Type_Code,Total_Minutes_Per_Day,District,Facility_Level,Facility_Type,Region,Facility_Name,Officer_Type
89,11,N02,11291.071868583153,Nkhata Bay,3,District Hospital,Northern,District Hospital_Nkhata Bay,Nurse Midwife Technician
90,11,P02,572.3433264887065,Nkhata Bay,3,District Hospital,Northern,District Hospital_Nkhata Bay,Pharm Technician
91,11,P03,763.1244353182752,Nkhata Bay,3,District Hospital,Northern,District Hospital_Nkhata Bay,Pharm Assistant
92,11,R01,206.15359342915812,Nkhata Bay,3,District Hospital,Northern,District Hospital_Nkhata Bay,Radiographer
93,11,R02,592.4796714579056,Nkhata Bay,3,District Hospital,Northern,District Hospital_Nkhata Bay,Radiography Technician
94,11,T01,200.39753593429157,Nkhata Bay,3,District Hospital,Northern,District Hospital_Nkhata Bay,Nutrition Staff
95,12,E01,13696.016427104812,Rumphi,0,Community Health Station,Northern,Community Health Station_Rumphi,DCSA
96,12,N01,478.4229979466119,Rumphi,0,Community Health Station,Northern,Community Health Station_Rumphi,Nurse Officer
97,12,N02,15608.246406570812,Rumphi,0,Community Health Station,Northern,Community Health Station_Rumphi,Nurse Midwife Technician
98,13,N01,372.10677618069815,Rumphi,1,Health Centre,Northern,Health Centre_Rumphi,Nurse Officer
99,13,N02,18264.969199178602,Rumphi,1,Health Centre,Northern,Health Centre_Rumphi,Nurse Midwife Technician
100,13,P02,1335.4677618069818,Rumphi,1,Health Centre,Northern,Health Centre_Rumphi,Pharm Technician
101,13,P03,1335.4677618069818,Rumphi,1,Health Centre,Northern,Health Centre_Rumphi,Pharm Assistant
102,14,L02,2962.398357289528,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Lab Technician
103,14,L03,2927.546611909651,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Lab Assistant
104,14,M01,586.1716632443531,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Medical Officer / Specialist
105,14,M02,8879.993429158114,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Clinical Officer / Technician
106,14,M03,3985.636139630389,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Med. Assistant
107,14,N01,531.5811088295687,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Nurse Officer
108,14,N02,16106.381930184773,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Nurse Midwife Technician
109,14,P01,381.5622176591376,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Pharmacist
110,14,P02,2098.5921971252574,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Pharm Technician
111,14,P03,763.1244353182752,Rumphi,2,Non-District Hospital,Northern,Non-District Hospital_Rumphi,Pharm Assistant
112,15,C01,400.79507186858314,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Mental Health Staff
113,15,D01,200.39753593429157,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Dental Officer
114,15,D02,4208.348254620124,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Dental Therapist
115,15,L01,191.6845995893224,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Lab Officer
116,15,L02,1382.4525667351131,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Lab Technician
117,15,L03,1463.7733059548257,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Lab Assistant
118,15,M01,334.95523613963036,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Medical Officer / Specialist
119,15,M02,8602.493634496923,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Clinical Officer / Technician
120,15,M03,4397.943326488707,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Med. Assistant
121,15,N01,637.8973305954825,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Nurse Officer
122,15,N02,17932.87885010263,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Nurse Midwife Technician
123,15,P02,1526.2488706365507,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Pharm Technician
124,15,P03,1144.686652977413,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Pharm Assistant
125,15,R01,618.4607802874743,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Radiographer
126,15,R02,789.9728952772075,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Radiography Technician
127,15,T01,1001.9876796714578,Rumphi,3,District Hospital,Northern,District Hospital_Rumphi,Nutrition Staff
128,16,E01,6848.008213552362,Mzimba,0,Community Health Station,Northern,Community Health Station_Mzimba,DCSA
129,16,N01,318.9486652977413,Mzimba,0,Community Health Station,Northern,Community Health Station_Mzimba,Nurse Officer
130,16,N02,15608.246406570812,Mzimba,0,Community Health Station,Northern,Community Health Station_Mzimba,Nurse Midwife Technician
131,17,N01,372.10677618069815,Mzimba,1,Health Centre,Northern,Health Centre_Mzimba,Nurse Officer
132,17,N02,18597.059548254576,Mzimba,1,Health Centre,Northern,Health Centre_Mzimba,Nurse Midwife Technician
133,17,P01,190.7811088295688,Mzimba,1,Health Centre,Northern,Health Centre_Mzimba,Pharmacist
134,17,P02,1907.8110882956885,Mzimba,1,Health Centre,Northern,Health Centre_Mzimba,Pharm Technician
135,17,P03,1144.686652977413,Mzimba,1,Health Centre,Northern,Health Centre_Mzimba,Pharm Assistant
136,18,L02,2567.4119096509244,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Lab Technician
137,18,L03,1881.9942505133474,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Lab Assistant
138,18,M01,83.73880903490759,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Medical Officer / Specialist
139,18,M02,8463.743737166327,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Clinical Officer / Technician
140,18,M03,3848.200410677617,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Med. Assistant
141,18,N01,425.264887063655,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Nurse Officer
142,18,N02,16936.607802874707,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Nurse Midwife Technician
143,18,P01,190.7811088295688,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Pharmacist
144,18,P02,1717.0299794661196,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Pharm Technician
145,18,P03,763.1244353182752,Mzimba,2,Non-District Hospital,Northern,Non-District Hospital_Mzimba,Pharm Assistant
146,19,C01,8817.491581108823,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Mental Health Staff
147,19,D02,5009.938398357289,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Dental Therapist
148,19,L02,2567.4119096509244,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Lab Technician
149,19,L03,2927.546611909651,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Lab Assistant
150,19,M01,837.3880903490759,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Medical Officer / Specialist
151,19,M02,10544.99219712526,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Clinical Officer / Technician
152,19,M03,4260.507597535934,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Med. Assistant
153,19,N01,584.7392197125256,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Nurse Officer
154,19,N02,19593.330595482497,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Nurse Midwife Technician
155,19,P02,1526.2488706365507,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Pharm Technician
156,19,P03,1335.4677618069818,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Pharm Assistant
157,19,R01,1030.7679671457906,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Radiographer
158,19,R02,789.9728952772075,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Radiography Technician
159,19,T01,400.79507186858314,Mzimba,3,District Hospital,Northern,District Hospital_Mzimba,Nutrition Staff
160,20,E01,6848.008213552362,Likoma,0,Community Health Station,Northern,Community Health Station_Likoma,DCSA
161,20,N01,372.10677618069815,Likoma,0,Community Health Station,Northern,Community Health Station_Likoma,Nurse Officer
162,20,N02,10460.845995893218,Likoma,0,Community Health Station,Northern,Community Health Station_Likoma,Nurse Midwife Technician
163,21,N01,159.47433264887067,Likoma,1,Health Centre,Northern,Health Centre_Likoma,Nurse Officer
164,21,N02,9796.66529774127,Likoma,1,Health Centre,Northern,Health Centre_Likoma,Nurse Midwife Technician
165,21,P02,1144.686652977413,Likoma,1,Health Centre,Northern,Health Centre_Likoma,Pharm Technician
166,21,P03,953.905544147844,Likoma,1,Health Centre,Northern,Health Centre_Likoma,Pharm Assistant
167,22,L01,191.6845995893224,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Lab Officer
168,22,L02,987.4661190965094,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Lab Technician
169,22,L03,1254.6628336755648,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Lab Assistant
170,22,M01,251.21642710472275,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Medical Officer / Specialist
171,22,M02,4994.996303901439,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Clinical Officer / Technician
172,22,M03,2748.714579055441,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Med. Assistant
173,22,N01,106.31622176591378,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Nurse Officer
174,22,N02,8468.303901437375,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Nurse Midwife Technician
175,22,P02,381.5622176591376,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Pharm Technician
176,22,P03,953.905544147844,Likoma,2,Non-District Hospital,Northern,Non-District Hospital_Likoma,Pharm Assistant
177,23,D02,2605.167967145791,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Dental Therapist
178,23,L02,1579.945790554415,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Lab Technician
179,23,L03,1254.6628336755648,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Lab Assistant
180,23,M01,83.73880903490759,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Medical Officer / Specialist
181,23,M02,4162.496919917866,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Clinical Officer / Technician
182,23,M03,1649.2287474332645,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Med. Assistant
183,23,N01,212.63244353182756,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Nurse Officer
184,23,N02,9464.574948665297,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Nurse Midwife Technician
185,23,P02,1335.4677618069818,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Pharm Technician
186,23,P03,190.7811088295688,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Pharm Assistant
187,23,R01,206.15359342915812,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Radiographer
188,23,R02,592.4796714579056,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Radiography Technician
189,23,T01,200.39753593429157,Likoma,3,District Hospital,Northern,District Hospital_Likoma,Nutrition Staff
190,24,E01,6848.008213552362,Mzuzu City,0,Community Health Station,Northern,Community Health Station_Mzuzu City,DCSA
191,24,N01,318.9486652977413,Mzuzu City,0,Community Health Station,Northern,Community Health Station_Mzuzu City,Nurse Officer
192,24,N02,16936.607802874707,Mzuzu City,0,Community Health Station,Northern,Community Health Station_Mzuzu City,Nurse Midwife Technician
193,25,N01,584.7392197125256,Mzuzu City,1,Health Centre,Northern,Health Centre_Mzuzu City,Nurse Officer
194,25,N02,18431.01437371659,Mzuzu City,1,Health Centre,Northern,Health Centre_Mzuzu City,Nurse Midwife Technician
195,25,P02,1526.2488706365507,Mzuzu City,1,Health Centre,Northern,Health Centre_Mzuzu City,Pharm Technician
196,25,P03,1144.686652977413,Mzuzu City,1,Health Centre,Northern,Health Centre_Mzuzu City,Pharm Assistant
197,26,L02,3159.89158110883,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Lab Technician
198,26,L03,3136.6570841889115,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Lab Assistant
199,26,M01,418.69404517453796,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Medical Officer / Specialist
200,26,M02,9712.492813141687,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Clinical Officer / Technician
201,26,M03,3573.328952772073,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Med. Assistant
202,26,N01,372.10677618069815,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Nurse Officer
203,26,N02,18929.14989733055,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Nurse Midwife Technician
204,26,P01,190.7811088295688,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Pharmacist
205,26,P02,1526.2488706365507,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Pharm Technician
206,26,P03,763.1244353182752,Mzuzu City,2,Non-District Hospital,Northern,Non-District Hospital_Mzuzu City,Pharm Assistant
207,27,C01,8817.491581108823,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Mental Health Staff
208,27,D02,5009.938398357289,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Dental Therapist
209,27,L02,1974.9322381930187,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Lab Technician
210,27,L03,1672.8837782340865,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Lab Assistant
211,27,M01,502.43285420944557,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Medical Officer / Specialist
212,27,M02,9296.2431211499,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Clinical Officer / Technician
213,27,M03,4535.379055441479,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Med. Assistant
214,27,N01,425.264887063655,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Nurse Officer
215,27,N02,16438.472279260746,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Nurse Midwife Technician
216,27,P01,190.7811088295688,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Pharmacist
217,27,P02,2098.5921971252574,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Pharm Technician
218,27,P03,1335.4677618069818,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Pharm Assistant
219,27,R01,1030.7679671457906,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Radiographer
220,27,R02,789.9728952772075,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Radiography Technician
221,27,T01,400.79507186858314,Mzuzu City,3,District Hospital,Northern,District Hospital_Mzuzu City,Nutrition Staff
222,28,E01,13696.016427104812,Kasungu,0,Community Health Station,Central,Community Health Station_Kasungu,DCSA
223,28,N01,584.7392197125256,Kasungu,0,Community Health Station,Central,Community Health Station_Kasungu,Nurse Officer
224,28,N02,25570.956878850026,Kasungu,0,Community Health Station,Central,Community Health Station_Kasungu,Nurse Midwife Technician
225,29,N01,372.10677618069815,Kasungu,1,Health Centre,Central,Health Centre_Kasungu,Nurse Officer
226,29,N02,20423.55646817243,Kasungu,1,Health Centre,Central,Health Centre_Kasungu,Nurse Midwife Technician
227,29,P02,1717.0299794661196,Kasungu,1,Health Centre,Central,Health Centre_Kasungu,Pharm Technician
228,29,P03,2289.3733059548263,Kasungu,1,Health Centre,Central,Health Centre_Kasungu,Pharm Assistant
229,30,L01,191.6845995893224,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Lab Officer
230,30,L02,2764.9051334702262,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Lab Technician
231,30,L03,1463.7733059548257,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Lab Assistant
232,30,M01,586.1716632443531,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Medical Officer / Specialist
233,30,M02,9157.493223819305,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Clinical Officer / Technician
234,30,M03,5222.5577002053415,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Med. Assistant
235,30,N01,318.9486652977413,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Nurse Officer
236,30,N02,20091.466119096458,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Nurse Midwife Technician
237,30,P01,190.7811088295688,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Pharmacist
238,30,P02,2098.5921971252574,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Pharm Technician
239,30,P03,953.905544147844,Kasungu,2,Non-District Hospital,Central,Non-District Hospital_Kasungu,Pharm Assistant
240,31,C01,400.79507186858314,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Mental Health Staff
241,31,D01,200.39753593429157,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Dental Officer
242,31,D02,5811.528542094454,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Dental Therapist
243,31,L02,3357.384804928132,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Lab Technician
