parameter_name,value,param_label,prior_min,prior_max,prior_note,reference
cfr_enceph,"[0.48, 0.28]",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_multiplier_severe_enceph,"[1.91, 3.28]",undetermined,"[0, 0]","[10, 10]",calibration,
,,,,,,
prob_respiratory_distress_preterm,"[0.12, 0.12]",undetermined,"[0, 0]","[1, 1]",calibration,
rr_rds_early_preterm,"[2.64, 2.64]",local,"[0, 0]","[100, 100]",vague prior,
rr_rds_maternal_diabetes_mellitus,"[2.66, 2.66]",local,"[0, 0]","[100, 100]",vague prior,
rr_rds_maternal_gestational_diab,"[1.57, 1.57]",local,"[0, 0]","[100, 100]",vague prior,
cfr_respiratory_distress_syndrome,"[0.29, 0.2]",undetermined,"[0, 0]","[1, 1]",calibration,
,,,,,,
prob_mild_disability_preterm_<32weeks,"[0.324, 0.324]",local,"[0, 0]","[1, 1]",vague prior,
prob_mod_severe_disability_preterm_<32weeks,"[0.246, 0.246]",local,"[0, 0]","[1, 1]",vague prior,
prob_mild_disability_preterm_32_36weeks,"[0.034, 0.034]",local,"[0, 0]","[1, 1]",vague prior,
prob_mod_severe_disability_preterm_32_36weeks,"[0.018, 0.018]",local,"[0, 0]","[1, 1]",vague prior,
,,,,,,
prob_retinopathy_preterm_early,"[0.365, 0.365]",local,"[0, 0]","[1, 1]",vague prior,
prob_retinopathy_preterm_late,"[0.077, 0.077] ",local,"[0, 0]","[1, 1]",vague prior,
prob_retinopathy_severity_no_treatment,"[[0.28,0.03, 0.1, 0.12, 0.47], [0.28,0.03, 0.1, 0.12, 0.47]] ",local,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",vague prior,
cfr_preterm_birth,"[0.0227, 0.0187]",undetermined,"[0, 0]","[1, 1]",calibration,
rr_preterm_death_early_preterm,"[1.66, 1.66]",local,"[0, 0]","[100, 100]",vague prior,
prob_preterm_death_by_day,"[[0.4, 0.2, 0.15, 0.05, 0.02, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018], [0.4, 0.2, 0.15, 0.05, 0.02, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018]]",undetermined,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",calibration,
,,,,,,
prob_congenital_heart_anomaly,"[0.009, 0.009]",local,"[0, 0]","[1, 1]",vague prior,
prob_limb_musc_skeletal_anomaly,"[0.008, 0.008] ",local,"[0, 0]","[1, 1]",vague prior,
prob_urogenital_anomaly,"[0.003, 0.003] ",local,"[0, 0]","[1, 1]",vague prior,
prob_digestive_anomaly,"[0.0007, 0.0007] ",local,"[0, 0]","[1, 1]",vague prior,
prob_other_anomaly,"[0.0004, 0.0004]",local,"[0, 0]","[1, 1]",vague prior,
cfr_congenital_heart_anomaly,"[0.062, 0.062] ",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_limb_or_musculoskeletal_anomaly,"[0.0069, 0.0069]",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_urogenital_anomaly,"[0.0085, 0.0085]",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_digestive_anomaly,"[0.2829, 0.2829] ",undetermined,"[0, 0]","[1, 1]",calibration,
cfr_other_anomaly,"[0.131, 0.131]",undetermined,"[0, 0]","[1, 1]",calibration,
prob_cba_death_by_age_group,"[[0.27, 0.08, 0.38, 0.2, 0.02, 0.01, 0.04], [0.3, 0.09, 0.35, 0.18, 0.03, 0.02, 0.03]]",undetermined,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]",calibration,
,,,,,,
,,,,,,
prob_early_breastfeeding_hb,"[0.94, 0.67]",local,"[0, 0]","[1, 1]",vague prior,
prob_early_breastfeeding_hf,"[0.94, 0.77]",local,"[0, 0]","[1, 1]",vague prior,
prob_breastfeeding_type,"[[0.005, 0.277, 0.718], [0.101, 0.289 ,0.61]]",local,"[[0, 0, 0], [0, 0, 0]]","[[1, 1, 1], [1, 1, 1]]",vague prior,
,,,,,,
prob_pnc_check_newborn,"[0.60,0.60]",local,"[0, 0]","[1, 1]",vague prior,
prob_timings_pnc_newborns,"[[0.97, 0.03], [0.97, 0.03]]",local,"[[0, 0], [0, 0]]","[[1, 1], [1, 1]]",vague prior,
prob_kmc_available,"[0.62, 0.62]",local,"[0, 0]","[1, 1]",vague prior,
treatment_effect_inj_abx_sep,"[0.35, 0.35]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_supp_care_sep,"[0.2, 0.2]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_cord_care,"[0.77, 0.77]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_clean_birth,"[0.73, 0.73]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_early_init_bf,"[0.55, 0.55]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_abx_prom,"[0.67, 0.67]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_resuscitation,"[0.63, 0.63]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_resuscitation_preterm,"[0.81, 0.81]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_kmc,"[0.49, 0.49]",universal,"[0, 0]","[1, 1]",vague prior,
treatment_effect_steroid_preterm,"[0.71, 0.71]",universal,"[0, 0]","[1, 1]",vague prior,
,,,,,,
prob_dist_mild_disability_preterm_<32weeks,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mod_severe_disability_preterm_<32weeks,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mild_disability_preterm_32_36weeks,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mod_severe_disability_preterm_32_36weeks,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mild_impairment_post_enceph,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mod_severe_impairment_post_enceph,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mild_impairment_post_sepsis,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_dist_mod_severe_impairment_post_sepsis,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_breastfeeding_status_change_6m_nonexclusive,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
prob_breastfeeding_status_change_6m_exclusive,"[[0.5,0.5],[0.5,0.5]]",local,"[[0,1],[0,1]]","[[1,0],[1,0]]",vague prior,
neonatal_ward_beddays,5,local,0,12,vague prior,
breastfeeding_update_interval_neonates,6,local,0,12,vague prior,
breastfeeding_update_interval_after_6mo,18,local,0,24,vague prior,
postnatal_check_early_event_min_days,1,local,0,12,vague prior,
postnatal_check_early_event_max_days,2,local,1,24,vague prior,
