,RealFacility_ID,year,month,service,disruption,mean_all_service
113,Kasoba Health Centre,2025,1,all,0.018240058,0.018240058
114,Kasungu District Hospital,2025,1,all,0,0
115,Katchale Health Centre,2025,1,all,0.067476884,0.067476884
116,Katimbila Health Centre,2025,1,all,0,0
117,Katowo Rural Hospital,2025,1,all,0.045353961,0.045353961
118,Katsekera Health Centre,2025,1,all,0.03494441,0.03494441
119,Katuli Health Centre,2025,1,all,0.060889919,0.060889919
120,Kaundu Health Centre,2025,1,all,0,0
121,Kavuzi Health Centre,2025,1,all,0,0
122,Kawamba Health Centre,2025,1,all,0,0
123,Kaweche Health Centre,2025,1,all,0.020644881,0.020644881
124,Kawinga Dispensary,2025,1,all,0.0115122,0.0115122
125,Kayembe Health Centre,2025,1,all,0,0
126,Khanda Health Centre,2025,1,all,0,0
127,Khola Health Centre,2025,1,all,0,0
128,Khondowe Health Centre,2025,1,all,0,0
129,Khosolo Health Centre,2025,1,all,0.041157557,0.041157557
130,Khuwi Health Centre,2025,1,all,0.022275976,0.022275976
131,Khuyukuyu Health Centre,2025,1,all,0,0
132,Kochilira Rural Hospital,2025,1,all,0.026348038,0.026348038
133,Kukalanga Dispensary,2025,1,all,0.01746002,0.01746002
134,Kunenekude Health Centre,2025,1,all,0.055728167,0.055728167
135,Kwitanda Health Centre,2025,1,all,0.004349508,0.004349508
136,Lambulira Health Centre,2025,1,all,0.017524334,0.017524334
137,Lemwe Health Centre,2025,1,all,0.029679599,0.029679599
138,Lilongwe City Assembly Chinsapo,2025,1,all,0,0
139,Limbe Health Centre,2025,1,all,0,0
140,Lirangwe Health Centre,2025,1,all,0.028642364,0.028642364
141,Liuzi Health Centre,2025,1,all,0.027023835,0.027023835
142,Livwezi Health Centre,2025,1,all,0.003600285,0.003600285
143,Liwonde Medical Clinic,2025,1,all,0,0
144,Lizulu Health Centre,2025,1,all,0.051235075,0.051235075
145,Lobi Health Centre,2025,1,all,0.05784423,0.05784423
146,Lulwe Health Centre,2025,1,all,0,0
147,Lundu Health Centre,2025,1,all,0.023472312,0.023472312
148,Lungwena Health Centre,2025,1,all,0.044904491,0.044904491
149,Lupembe Health Centre,2025,1,all,0.015870312,0.015870312
150,Lura Health Centre,2025,1,all,0.086477329,0.086477329
151,Luwalika Health Centre,2025,1,all,0.059519011,0.059519011
152,Luwani Health Centre,2025,1,all,0,0
153,Luwawa Health Centre,2025,1,all,0,0
154,Luwerezi Health Centre,2025,1,all,0,0
155,Luzi Health Centre,2025,1,all,0,0
156,Lwazi Health Centre,2025,1,all,0,0
157,M'mambo Heaith Centre,2025,1,all,0,0
158,Mabili Health Centre,2025,1,all,0,0
159,Machinga District Hospital,2025,1,all,0.00595722,0.00595722
160,Machinjiri Health Centre,2025,1,all,0.017524301,0.017524301
161,Madziabango Health Centre,2025,1,all,0.033729752,0.033729752
162,Maganga Health Centre,2025,1,all,0,0
163,Magareta Health Centre,2025,1,all,0,0
164,Makanjira Health Centre,2025,1,all,0.051822718,0.051822718
165,Makapwa Health Centre,2025,1,all,0,0
166,Makhanga Health Centre,2025,1,all,0,0
167,Makiyoni Health Centre,2025,1,all,0,0
168,Makwapala Health Centre,2025,1,all,0,0
169,Malambo Health Centre,2025,1,all,0,0
170,Malembo Health Centre,2025,1,all,0.025813691,0.025813691
171,Malombe Dispensary,2025,1,all,0.019181323,0.019181323
172,Malomo Health Centre,2025,1,all,0,0
173,Malukula Health Centre,2025,1,all,0,0
174,Maluwa Health Centre,2025,1,all,0.067198944,0.067198944
175,Mangamba Health Centre,2025,1,all,0,0
176,Mangochi District Hospital,2025,1,all,0.042033167,0.042033167
177,Mangunda Health Centre,2025,1,all,0,0
178,Manjawira Health Centre,2025,1,all,0,0
179,Manolo Health Center,2025,1,all,0,0
180,Maonde Health Centre,2025,1,all,0,0
181,Masenjere Health Centre,2025,1,all,0.008932609,0.008932609
182,Matanda Health Centre,2025,1,all,0,0
183,Matapila Health Centre,2025,1,all,0.045140624,0.045140624
184,Matiki Health Centre,2025,1,all,0,0
185,Matiya Health Centre,2025,1,all,0,0
186,Matuli Health Centre,2025,1,all,0,0
187,Matumba Health Centre,2025,1,all,0,0
188,Maula Health Centre,2025,1,all,0,0
189,Mauwa Health Centre,2025,1,all,0,0
190,Mayaka Health Centre,2025,1,all,0,0
191,Mayani Health Centre,2025,1,all,0.056316023,0.056316023
192,Mbabvi Health Centre,2025,1,all,0.026858575,0.026858575
193,Mbalachanda Health Centre,2025,1,all,0.020782491,0.020782491
194,Mbang'ombe 1 Health Centre,2025,1,all,0,0
195,Mbang'ombe 2 Health Centre,2025,1,all,0,0
196,Mbayani Health Center,2025,1,all,0,0
197,Mbenje Health Centre,2025,1,all,0.020971267,0.020971267
198,Mbera Health Centre,2025,1,all,0.022813086,0.022813086
199,Mbingwa Health Centre,2025,1,all,0,0
200,Mbiza Health Centre,2025,1,all,0.019421718,0.019421718
201,Mchima Clinic,2025,1,all,0.01568706,0.01568706
202,Mchinji District Hospital,2025,1,all,0.032442949,0.032442949
203,Mchoka Health Centre,2025,1,all,0.028310126,0.028310126
204,Mdunga Heallth Centre,2025,1,all,0,0
205,Mfera Health Centre,2025,1,all,0,0
206,Mhalaunda Health Centre,2025,1,all,0,0
207,Mhuju Rural Hospital,2025,1,all,0.100507681,0.100507681
208,Mikolongwe Health Centre,2025,1,all,0.046156572,0.046156572
209,Mikundi Health Centre,2025,1,all,0.026053806,0.026053806
210,Milepa Health Centre,2025,1,all,0.030978862,0.030978862
211,Milonde Health Centre,2025,1,all,0.018531524,0.018531524
212,Mimosa Dispensary,2025,1,all,0.031959034,0.031959034
213,Misomali Health Centre (CHAM),2025,1,all,0,0
214,Misuku Health Centre,2025,1,all,0.061907904,0.061907904
215,Mkanda Health Centre,2025,1,all,0,0
216,Mkoma Health Centre,2025,1,all,0.028163158,0.028163158
217,Mkumba Health Centre,2025,1,all,0.0194539,0.0194539
218,Mlanda Health Centre,2025,1,all,0,0
219,Mlangeni Health Centre,2025,1,all,0.049637927,0.049637927
220,Mlowe Health Centre,2025,1,all,0,0
221,Mnyanja Health Centre,2025,1,all,0.004853635,0.004853635
222,Monkey-Bay Community Hospital,2025,1,all,0,0
223,Mpala Health Centre,2025,1,all,0.031183487,0.031183487
224,Mpamba Health Centre,2025,1,all,0,0
225,Mpasa Health Centre,2025,1,all,0,0
226,Mpata Health Centre,2025,1,all,0,0
227,Mpemba Health Centre,2025,1,all,0.039241786,0.039241786
228,Mpherembe Health Centre,2025,1,all,0.009459273,0.009459273
229,Mphompha Health Centre,2025,1,all,0.045948153,0.045948153
230,Mpondasi Health Centre,2025,1,all,0.024776711,0.024776711
231,Mponela Rural Hospital,2025,1,all,0.013043181,0.013043181
232,Msenjere Health Centre,2025,1,all,0.009737785,0.009737785
233,Msese Health Centre,2025,1,all,0,0
234,Msumbe Health Centre,2025,1,all,0,0
235,Mtakataka Health Centre,2025,1,all,0,0
236,Mtende Health Centre,2025,1,all,0,0
237,Mtendere Health Centre,2025,1,all,0.056356397,0.056356397
238,Mtengowanthenga Hospital,2025,1,all,0,0
239,Mtonda Health Centre,2025,1,all,0,0
240,Mtwalo Health Centre,2025,1,all,0.01093089,0.01093089
241,Mulanje District Hospital,2025,1,all,0.033870196,0.033870196
242,Mulomba Health Centre,2025,1,all,0.024234367,0.024234367
243,Muloza Health Centre,2025,1,all,0,0
244,Mvera Mission Health Centre,2025,1,all,0,0
245,Mwandama Health Centre,2025,1,all,0,0
246,Mwanga Health Centre,2025,1,all,0,0
247,Mwangala Health Centre,2025,1,all,0.022462092,0.022462092
248,Mwansambo Health Centre,2025,1,all,0.031635228,0.031635228
249,Mwanza District Hospital,2025,1,all,0.040700445,0.040700445
250,Mwazisi Health Centre,2025,1,all,0.045197478,0.045197478
251,Mzambazi Rural Hospital,2025,1,all,0,0
252,Mzandu Health Centre,2025,1,all,0,0
253,Mzenga Health Centre,2025,1,all,0.015500192,0.015500192
254,Mzimba District Hospital,2025,1,all,0.026659354,0.026659354
255,Mziza Health Centre,2025,1,all,0,0
256,Naisi Health Centre,2025,1,all,0.017102719,0.017102719
257,Nalunga Health Centre,2025,1,all,0.030376844,0.030376844
258,Namadzi Health Centre,2025,1,all,0,0
259,Namalaka Health Centre,2025,1,all,0.043310698,0.043310698
260,Namandanje Health Centre,2025,1,all,0.010575482,0.010575482
261,Namanja Health Centre,2025,1,all,0.011491212,0.011491212
262,Namanolo Health Centre,2025,1,all,0.004490767,0.004490767
263,Nambazo Health Centre,2025,1,all,0.005837174,0.005837174
264,Nambuma Health Centre,2025,1,all,0.030678302,0.030678302
265,Namphungo Health Centre,2025,1,all,0.026240561,0.026240561
266,Namulenga Health Centre,2025,1,all,0,0
267,Namwera Health Centre,2025,1,all,0.033695311,0.033695311
268,Nankhwali Health Centre,2025,1,all,0.039910545,0.039910545
269,Nathenje Health Centre,2025,1,all,0.043973236,0.043973236
270,Nayuchi Health Centre,2025,1,all,0.013837822,0.013837822
271,Ndakwela Health Centre,2025,1,all,0,0
272,Ndamera Health Centre,2025,1,all,0,0
273,Ndaula Health Centre,2025,1,all,0.051746434,0.051746434
274,Neno District Hospital,2025,1,all,0.050746042,0.050746042
275,Ng'onga Health Centre,2025,1,all,0,0
276,Ngabu Rural Hospital,2025,1,all,0.016740996,0.016740996
277,Ngala Health Centre,2025,1,all,0,0
278,Ngana Health Centre,2025,1,all,0.048312657,0.048312657
279,Ngapani Health Centre,2025,1,all,0,0
280,Ngodzi Health Centre,2025,1,all,0,0
281,Ngoni Health Centre,2025,1,all,0.028135427,0.028135427
282,Ngwelero Health Centre,2025,1,all,0,0
283,Nkasala Health Centre,2025,1,all,0,0
284,Nkhata Bay District Hospital,2025,1,all,0.036045066,0.036045066
285,Nkhotakota District Hospital,2025,1,all,0.035715906,0.035715906
286,Nkhulambe Health Centre,2025,1,all,0.012367411,0.012367411
287,Nkhunga Health Centre,2025,1,all,0,0
288,Nkhwazi Health Centre,2025,1,all,0,0
289,Nkomaula Health Centre,2025,1,all,0,0
290,Nkula Health Centre,2025,1,all,0.017711116,0.017711116
291,Nsanama Health Centre,2025,1,all,0,0
292,Nsanje District Hospital,2025,1,all,0.013808182,0.013808182
293,Nsiyaludzu Health Centre,2025,1,all,0.035611125,0.035611125
294,Ntaja Health Centre,2025,1,all,0,0
295,Ntcheu District Hospital,2025,1,all,0.051818633,0.051818633
296,Ntchisi District Hospital,2025,1,all,0.024206077,0.024206077
297,Nthalire Health Centre,2025,1,all,0.053713752,0.053713752
298,Nthungwa Health Centre,2025,1,all,0.041177037,0.041177037
299,Nyambi Health Centre,2025,1,all,0.018708899,0.018708899
300,Nyamithuthu Health Centre,2025,1,all,0.008310209,0.008310209
301,Nyungwe Health Centre,2025,1,all,0.03503694,0.03503694
302,Nzama Health Centre,2025,1,all,0,0
303,Pensulo Health Centre,2025,1,all,0.039542367,0.039542367
304,Phalombe Health Centre,2025,1,all,0.022397293,0.022397293
305,Phirilongwe Health Centre,2025,1,all,0.037397402,0.037397402
306,Phokera Health Centre,2025,1,all,0.00789638,0.00789638
307,Raiply Clinic,2025,1,all,0.027540033,0.027540033
308,Rumphi District Hospital,2025,1,all,0.018519177,0.018519177
309,Salima District Hospital,2025,1,all,0.030896887,0.030896887
310,Sankhulani Health Centre,2025,1,all,0.017111875,0.017111875
311,Sharpe Valley Health Centre,2025,1,all,0,0
312,Somba Health Centre,2025,1,all,0.017729824,0.017729824
313,Sorgin Health Centre,2025,1,all,0.009347586,0.009347586
314,South Lunzu Health Centre,2025,1,all,0.034485312,0.034485312
315,Tembwe Health Centre,2025,1,all,0.026002293,0.026002293
316,Thekerani Rural Hospital,2025,1,all,0.017738839,0.017738839
317,Thembe Health Centre,2025,1,all,0,0
318,Thomas Health Centre,2025,1,all,0,0
319,Thonje Health Centre,2025,1,all,0,0
320,Thumbwe Health Centre,2025,1,all,0.045658022,0.045658022
321,Thunduwike Health Centre,2025,1,all,0,0
322,Thyolo District Hospital,2025,1,all,0.038434216,0.038434216
323,Usisya Health Centre,2025,1,all,0.030263765,0.030263765
324,Utale 1 Health Centre,2025,1,all,0.00369653,0.00369653
325,Utale 2 Health Centre,2025,1,all,0,0
326,Wiliro Health Centre,2025,1,all,0.030285261,0.030285261
327,Wimbe Health Centre,2025,1,all,0.000626514,0.000626514
328,Area 30 Police Clinic,2025,2,all,0,0
329,Balaka District Hospital,2025,2,all,0,0
330,Bangwe Health Centre,2025,2,all,0,0
331,Benga Health Centre,2025,2,all,0,0
332,Bilira Health Centre,2025,2,all,0,0
333,Bolero Rural Hospital,2025,2,all,0,0
334,Bondo Health Centre,2025,2,all,0,0
335,Bula Health Centre,2025,2,all,0,0
336,Bulala Health Centre,2025,2,all,0,0
337,Bvumbwe Health Centre,2025,2,all,0,0
338,Bwanje Health Centre,2025,2,all,0,0
339,Chadza Health Centre,2025,2,all,0,0
340,Chakhaza Health Centre,2025,2,all,0,0
341,Chamama Health Centre,2025,2,all,0,0
342,Chambe Health Centre,2025,2,all,0,0
343,Chang'ambika Health Centre,2025,2,all,0,0
344,Chapananga Health Centre,2025,2,all,0,0
345,Chifunga Health Centre,2025,2,all,0,0
346,Chikande Health Centre,2025,2,all,0,0
347,Chikole Dispensary,2025,2,all,0,0
348,Chikuse Health Centre,2025,2,all,0,0
349,Chikwawa District Hospital,2025,2,all,0,0
350,Chikweo Health Centre,2025,2,all,0,0
351,Chikwina Health Centre,2025,2,all,0.017956486,0.017956486
352,Chileka Health Centre,2025,2,all,0,0
353,Chileka Sda Health Centre,2025,2,all,0,0
354,Chilonga Health Centre,2025,2,all,0,0
355,Chilumba Rural Hospital,2025,2,all,0,0
356,Chimatiro Health Centre,2025,2,all,0,0
357,Chimbalanga Health Centre,2025,2,all,0.002777841,0.002777841
358,Chimoto Health Centre,2025,2,all,0,0
359,Chingale Health Centre,2025,2,all,0,0
360,Chingazi Health Centre,2025,2,all,0,0
361,Chintheche Rural Hospital,2025,2,all,0,0
362,Chinyama Health Centre,2025,2,all,0,0
363,Chioshya Health Centre,2025,2,all,0,0
364,Chipho Health Centre,2025,2,all,0,0
365,Chipoka Health Centre,2025,2,all,0,0
366,Chiradzulu District Hospital,2025,2,all,0,0
367,Chiringa Health Centre,2025,2,all,0,0
368,Chiringa Maternity,2025,2,all,0,0
369,Chisala Health Centre,2025,2,all,0,0
370,Chisepo Health Centre,2025,2,all,0,0
371,Chisi Health Centre,2025,2,all,0,0
372,Chisimuka Health Centre,2025,2,all,0,0
373,Chisitu Health Centre,2025,2,all,0,0
374,Chitala Health Centre,2025,2,all,0,0
375,Chitekesa Health Centre,2025,2,all,0,0
376,Chitera Health Centre,2025,2,all,0,0
377,Chitheka Health Centre,2025,2,all,0,0
378,Chitimba Health Centre,2025,2,all,0.022665528,0.022665528
379,Chitipa District Hospital,2025,2,all,0,0
380,Chitowo Health Centre,2025,2,all,0,0
381,Chiwamba Health Centre,2025,2,all,0,0
382,Chiwe Health Centre,2025,2,all,0,0
383,Choma Health Centre,2025,2,all,0,0
384,City Clinic Zomba,2025,2,all,0,0
385,Dedza District Hospital,2025,2,all,0,0
386,Diamphwe Health Centre,2025,2,all,0,0
387,Dickson Health Centre,2025,2,all,0,0
388,Domasi Rural Hospital,2025,2,all,0,0
389,Dr David Livingstone Memorial Clinic,2025,2,all,0,0
390,Dwambazi Rural Hospital,2025,2,all,0,0
391,Dzenje Health Centre,2025,2,all,0,0
392,Dzenza Health Centre,2025,2,all,0,0
393,Dziwe Health Centre,2025,2,all,0,0
394,Emsizini Health Centre,2025,2,all,0,0
395,Endindeni Health Centre,2025,2,all,0,0
396,Engucwini Health Centre,2025,2,all,0.017219532,0.017219532
397,Euthini Rural Hospital,2025,2,all,0,0
398,Fulirwa Health Centre,2025,2,all,0.016634903,0.016634903
399,Gaga Health Centre,2025,2,all,0,0
400,Ganya Health Centre,2025,2,all,0,0
401,Hora Health Centre,2025,2,all,0,0
402,Ifumbo Health Centre,2025,2,all,0,0
403,Jalasi Health Centre,2025,2,all,0,0
404,Jalawe Health Centre,2025,2,all,0.03076325,0.03076325
405,Jenda Health Centre,2025,2,all,0,0
406,Kabudula Rural Hospital,2025,2,all,0,0
407,Kabuwa Health Centre,2025,2,all,0,0
408,Kabwafu Health Centre,2025,2,all,0,0
409,Kachere Health Centre,2025,2,all,0.008429996,0.008429996
410,Kafele Health Centre,2025,2,all,0,0
411,Kaigwazanga Health Centre,2025,2,all,0,0
412,Kakoma Health Centre,2025,2,all,0,0
413,Kalemba Health Centre,2025,2,all,0,0
414,Kalembo Health Centre,2025,2,all,0,0
415,Kalimanjira Health Centre,2025,2,all,0,0
416,Kalinde Health Centre,2025,2,all,0,0
417,Kalulu Health Centre,2025,2,all,0.000903853,0.000903853
418,Kaluluma Rural Hospital,2025,2,all,0,0
419,Kambenje Health Centre,2025,2,all,0,0
420,Kamboni Health Centre,2025,2,all,0,0
421,Kameme Health Centre,2025,2,all,0,0
422,Kamsonga Health Centre,2025,2,all,0,0
423,Kamteteka Health Centre,2025,2,all,0,0
424,Kamwe Health Centre,2025,2,all,0,0
425,Kande Health Centre,2025,2,all,0.011246525,0.011246525
426,Kandeu Health Centre,2025,2,all,0,0
427,Kangolwa Health Centre,2025,2,all,0,0
428,Kanyama Health Centre,2025,2,all,0,0
429,Kanyezi Health Centre,2025,2,all,0,0
430,Kapanga Health Centre,2025,2,all,0,0
431,Kapelula Health Centre,2025,2,all,0,0
432,Kapenda Health Centre,2025,2,all,0,0
433,Kapeni Health Centre,2025,2,all,0,0
434,Kaphuka Health Centre,2025,2,all,0,0
435,Kapire Health Centre,2025,2,all,0,0
436,Kaporo Rural Hospital,2025,2,all,0,0
437,Karonga District Hospital,2025,2,all,0,0
438,Kaseye Mission Hospital,2025,2,all,0,0
439,Kasina Health Centre,2025,2,all,0,0
440,Kasinje Health Centre,2025,2,all,0,0
441,Kasoba Health Centre,2025,2,all,0,0
442,Kasungu District Hospital,2025,2,all,0,0
443,Katchale Health Centre,2025,2,all,0,0
444,Katimbila Health Centre,2025,2,all,0,0
445,Katowo Rural Hospital,2025,2,all,0,0
446,Katsekera Health Centre,2025,2,all,0,0
447,Katuli Health Centre,2025,2,all,0,0
448,Kaundu Health Centre,2025,2,all,0,0
449,Kavuzi Health Centre,2025,2,all,0,0
450,Kawamba Health Centre,2025,2,all,0,0
451,Kaweche Health Centre,2025,2,all,0,0
452,Kawinga Dispensary,2025,2,all,0,0
453,Kayembe Health Centre,2025,2,all,0,0
454,Khanda Health Centre,2025,2,all,0,0
455,Khola Health Centre,2025,2,all,0,0
456,Khondowe Health Centre,2025,2,all,0,0
457,Khosolo Health Centre,2025,2,all,0.006570011,0.006570011
458,Khuwi Health Centre,2025,2,all,0,0
459,Khuyukuyu Health Centre,2025,2,all,0,0
460,Kochilira Rural Hospital,2025,2,all,0,0
461,Kukalanga Dispensary,2025,2,all,0,0
462,Kunenekude Health Centre,2025,2,all,0,0
463,Kwitanda Health Centre,2025,2,all,0,0
464,Lambulira Health Centre,2025,2,all,0,0
465,Lemwe Health Centre,2025,2,all,0,0
466,Lilongwe City Assembly Chinsapo,2025,2,all,0,0
467,Limbe Health Centre,2025,2,all,0,0
468,Lirangwe Health Centre,2025,2,all,0,0
469,Liuzi Health Centre,2025,2,all,0.008689471,0.008689471
470,Livwezi Health Centre,2025,2,all,0,0
471,Liwonde Medical Clinic,2025,2,all,0,0
472,Lizulu Health Centre,2025,2,all,0,0
473,Lobi Health Centre,2025,2,all,0,0
474,Lulwe Health Centre,2025,2,all,0,0
475,Lundu Health Centre,2025,2,all,0,0
476,Lungwena Health Centre,2025,2,all,0,0
477,Lupembe Health Centre,2025,2,all,0,0
478,Lura Health Centre,2025,2,all,0.033719338,0.033719338
479,Luwalika Health Centre,2025,2,all,0,0
480,Luwani Health Centre,2025,2,all,0,0
481,Luwawa Health Centre,2025,2,all,0,0
482,Luwerezi Health Centre,2025,2,all,0,0
483,Luzi Health Centre,2025,2,all,0,0
484,Lwazi Health Centre,2025,2,all,0,0
485,M'mambo Heaith Centre,2025,2,all,0,0
486,Mabili Health Centre,2025,2,all,0,0
487,Machinga District Hospital,2025,2,all,0,0
488,Machinjiri Health Centre,2025,2,all,0,0
489,Madziabango Health Centre,2025,2,all,0,0
490,Maganga Health Centre,2025,2,all,0,0
491,Magareta Health Centre,2025,2,all,0,0
492,Makanjira Health Centre,2025,2,all,0,0
493,Makapwa Health Centre,2025,2,all,0,0
494,Makhanga Health Centre,2025,2,all,0,0
495,Makiyoni Health Centre,2025,2,all,0,0
496,Makwapala Health Centre,2025,2,all,0,0
497,Malambo Health Centre,2025,2,all,0,0
498,Malembo Health Centre,2025,2,all,0,0
499,Malombe Dispensary,2025,2,all,0,0
500,Malomo Health Centre,2025,2,all,0,0
501,Malukula Health Centre,2025,2,all,0,0
502,Maluwa Health Centre,2025,2,all,0,0
503,Mangamba Health Centre,2025,2,all,0,0
504,Mangochi District Hospital,2025,2,all,0,0
505,Mangunda Health Centre,2025,2,all,0,0
506,Manjawira Health Centre,2025,2,all,0,0
507,Manolo Health Center,2025,2,all,0,0
508,Maonde Health Centre,2025,2,all,0,0
509,Masenjere Health Centre,2025,2,all,0,0
