Facility_ID,Facility_Name,Facility_Level,District,Region,Officer_Category,Total_Mins_Per_Day,Staff_Count
2.0,Facility_Level_1b_Balaka,1b,Balaka,Southern,Pharmacy,1207.1611893733086,5.690051296313463
2.0,Facility_Level_1b_Balaka,1b,Balaka,Southern,Radiography,439.26679382147904,2.1310710498409335
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Clinical,13915.906517812344,75.09314788424778
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,DCSA,0.0,0.0
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Dental,629.807636075732,3.0832072617246595
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Laboratory,1308.8800963671436,6.130733364721756
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Mental,0.0,0.0
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Nursing_and_Midwifery,22371.03051051133,109.273840864819
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Nutrition,93.4796234347698,0.4576271186440678
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Pharmacy,1447.5799481659592,7.673843515342543
3.0,Facility_Level_2_Balaka,2,Balaka,Southern,Radiography,584.2163599575989,2.868928950159067
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Clinical,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,DCSA,6978.503128415161,125.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Dental,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Laboratory,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Mental,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Nursing_and_Midwifery,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Nutrition,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Pharmacy,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Radiography,0.0,0.0
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Clinical,7669.839916699164,36.691295009205206
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,DCSA,0.0,0.0
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Dental,2121.9696433336676,10.388048411497731
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Laboratory,4246.187684216741,21.106302221316486
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Mental,0.0,0.0
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Nursing_and_Midwifery,25443.97440532923,120.11776263765937
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Nutrition,55.39533240578951,0.2711864406779661
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Pharmacy,3814.8989001543496,19.062366737739872
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Radiography,0.0,0.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Clinical,4965.425898579811,24.50095368227345
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,DCSA,0.0,0.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Dental,656.2298896991251,3.212556732223903
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Laboratory,1135.0194189579165,5.044528224984716
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Mental,204.27028824634883,1.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Nursing_and_Midwifery,10747.74265672934,51.88090416401473
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Nutrition,0.0,0.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Pharmacy,1051.4456822395928,4.958219384444238
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Radiography,381.7672040439089,1.8307529162248146
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Clinical,10705.123590712712,57.30775130852134
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,DCSA,0.0,0.0
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Dental,490.1250789087886,2.3993948562783665
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Laboratory,1035.1077785433718,4.849169553698798
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Mental,0.0,0.0
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Nursing_and_Midwifery,17000.4969695679,82.50133319832591
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Nutrition,46.7398117173849,0.2288135593220339
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Pharmacy,1221.8201106213005,6.47941387781589
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Radiography,341.85377989465826,1.6692470837751856
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Clinical,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,DCSA,6978.503128415161,125.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Dental,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Laboratory,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Mental,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Nursing_and_Midwifery,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Nutrition,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Pharmacy,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Radiography,0.0,0.0
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Clinical,7669.839916699164,36.691295009205206
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,DCSA,0.0,0.0
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Dental,2121.9696433336676,10.388048411497731
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Laboratory,4246.187684216741,21.106302221316486
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Mental,0.0,0.0
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Nursing_and_Midwifery,25443.97440532923,120.11776263765937
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Nutrition,55.39533240578951,0.2711864406779661
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Pharmacy,3814.8989001543496,19.062366737739872
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Radiography,0.0,0.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Clinical,4965.425898579811,24.50095368227345
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,DCSA,0.0,0.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Dental,656.2298896991251,3.212556732223903
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Laboratory,1135.0194189579165,5.044528224984716
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Mental,204.27028824634883,1.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Nursing_and_Midwifery,10747.74265672934,51.88090416401473
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Nutrition,0.0,0.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Pharmacy,1051.4456822395928,4.958219384444238
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Radiography,381.7672040439089,1.8307529162248146
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Clinical,10705.123590712712,57.30775130852134
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,DCSA,0.0,0.0
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Dental,490.1250789087886,2.3993948562783665
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Laboratory,1035.1077785433718,4.849169553698798
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Mental,0.0,0.0
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Nursing_and_Midwifery,17000.4969695679,82.50133319832591
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Nutrition,46.7398117173849,0.2288135593220339
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Pharmacy,1221.8201106213005,6.47941387781589
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Radiography,341.85377989465826,1.6692470837751856
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Clinical,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,DCSA,13957.006256830322,250.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Dental,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Laboratory,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Mental,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Nursing_and_Midwifery,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Nutrition,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Pharmacy,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Radiography,0.0,0.0
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Clinical,12321.588175942317,58.97923903580755
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,DCSA,0.0,0.0
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Dental,2738.02534623699,13.40393343419062
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Laboratory,5570.851042230045,27.690591554640452
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Mental,0.0,0.0
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Nursing_and_Midwifery,42354.76172897085,199.95389014252927
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Nutrition,332.3719944347371,1.6271186440677967
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Pharmacy,5223.015182370589,26.091910576985203
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Radiography,0.0,0.0
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Clinical,8102.767192170739,40.34579029898771
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,DCSA,0.0,0.0
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Dental,846.7482447730647,4.145234493192133
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Laboratory,1488.6441574260712,6.616171127804755
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Mental,408.54057649269765,2.0
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Nursing_and_Midwifery,18044.446589017873,87.47088661304943
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Nutrition,0.0,0.0
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Pharmacy,1538.9081353089778,7.255522570658846
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Radiography,902.1009014319726,4.344432661717922
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Clinical,17418.199288198724,93.67497066520473
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,DCSA,0.0,0.0
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Dental,704.9024621632703,3.4508320726172466
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Laboratory,1428.9031381197008,6.693237317554795
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Mental,0.0,0.0
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Nursing_and_Midwifery,29250.005863527258,142.5752232444213
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Nutrition,280.4388703043094,1.3728813559322033
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Pharmacy,1820.4452193890374,9.65256685235595
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Radiography,950.9429398101865,4.655567338282078
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Clinical,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,DCSA,13957.006256830322,250.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Dental,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Laboratory,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Mental,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Nursing_and_Midwifery,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Nutrition,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Pharmacy,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Radiography,0.0,0.0
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Clinical,11218.404286217063,53.72066534416075
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,DCSA,0.0,0.0
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Dental,2327.321544301442,11.393343419062028
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Laboratory,4962.753939275006,24.656108796019762
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Mental,0.0,0.0
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Nursing_and_Midwifery,37278.05549049848,175.98886670909758
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Nutrition,110.79066481157902,0.5423728813559322
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Pharmacy,4282.796610501405,21.3909026297086
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Radiography,0.0,0.0
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Clinical,7438.545628225171,37.20015290346806
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,DCSA,0.0,0.0
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Dental,719.736008057105,3.523449319213313
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Laboratory,1351.8339230332072,6.005333689381109
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Mental,408.54057649269765,2.0
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Nursing_and_Midwifery,15991.296968148023,77.77881926363092
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Nutrition,0.0,0.0
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Pharmacy,1320.8785662597047,6.2267621519730545
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Radiography,763.5344080878178,3.6615058324496292
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Clinical,15966.6200022224,86.07918175237117
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,DCSA,0.0,0.0
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Dental,629.807636075732,3.0832072617246595
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Laboratory,1353.6458954316058,6.33855751459913
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Mental,0.0,0.0
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Nursing_and_Midwifery,26423.468653988002,129.2323140272715
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Nutrition,93.4796234347698,0.4576271186440678
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Pharmacy,1581.0376084480451,8.382335218318346
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Radiography,683.7075597893165,3.338494167550371
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Clinical,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,DCSA,13957.006256830322,250.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Dental,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Laboratory,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Mental,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Nursing_and_Midwifery,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Nutrition,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Pharmacy,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Radiography,0.0,0.0
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Clinical,9146.856125601844,43.99862135894618
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,DCSA,0.0,0.0
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Dental,1779.716475054044,8.712556732223904
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Laboratory,3590.3214351476904,17.838459132976816
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Mental,0.0,0.0
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Nursing_and_Midwifery,28418.45228246761,134.16366034060442
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Nutrition,110.79066481157902,0.5423728813559322
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Pharmacy,3380.806022671498,16.88408606319054
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Radiography,0.0,0.0
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Clinical,6193.825629971064,30.930768490286326
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,DCSA,0.0,0.0
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Dental,550.3863591024921,2.6944024205748867
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Laboratory,975.3678189089238,4.333155309445338
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Mental,204.27028824634883,1.0
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Nursing_and_Midwifery,12239.676258881245,59.64703272965727
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Nutrition,0.0,0.0
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Pharmacy,1003.5998721135462,4.73059532939481
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Radiography,832.8176547598953,4.002969247083776
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Clinical,13263.924601665294,72.0706101507675
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,DCSA,0.0,0.0
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Dental,529.6812012923477,2.5930408472012103
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Laboratory,1031.205391517981,4.828385557577845
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Mental,0.0,0.0
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Nursing_and_Midwifery,20446.57964444205,100.18930692973828
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Nutrition,93.4796234347698,0.4576271186440678
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Pharmacy,1204.4962701900504,6.385318607414649
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Radiography,817.3252497997515,3.997030752916225
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Clinical,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,DCSA,13957.006256830322,250.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Dental,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Laboratory,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Mental,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Nursing_and_Midwifery,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Nutrition,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Pharmacy,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Radiography,0.0,0.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Clinical,13694.411303338165,65.82801952361244
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,DCSA,0.0,0.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Dental,3833.235484731786,18.765506807866867
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Laboratory,7502.110564892305,37.28653823180116
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Mental,0.0,0.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Nursing_and_Midwifery,49051.693362700375,231.56732531003493
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Nutrition,110.79066481157902,0.5423728813559322
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Pharmacy,5972.093834043386,29.821961620469082
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Radiography,0.0,0.0
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Clinical,9221.265011179812,45.98034951605324
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,DCSA,0.0,0.0
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Dental,1185.4475426822905,5.803328290468986
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Laboratory,2013.4006686572593,8.947548540789724
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Mental,612.8108647390465,3.0
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Nursing_and_Midwifery,20752.85672718661,100.2561669463249
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Nutrition,0.0,0.0
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Pharmacy,1815.3136076195997,8.55609761750255
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Radiography,1157.085269026234,5.533404029692472
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Clinical,19763.53100064072,107.19163096033432
27.0,Facility_Level_2_Dedza,2,Dedza,Central,DCSA,0.0,0.0
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Dental,905.1553317300389,4.431164901664145
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Laboratory,1871.3666837858832,8.76591322740912
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Mental,0.0,0.0
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Nursing_and_Midwifery,32978.62941653649,160.17650774364017
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Nutrition,93.4796234347698,0.4576271186440678
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Pharmacy,2192.422870422733,11.621940762028368
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Radiography,916.8164496314691,4.466595970307529
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Clinical,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,DCSA,13957.006256830322,250.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Dental,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Laboratory,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Mental,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Nursing_and_Midwifery,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Nutrition,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Pharmacy,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Radiography,0.0,0.0
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Clinical,13242.258787718509,63.49063351838901
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,DCSA,0.0,0.0
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Dental,3148.7291481725388,15.414523449319214
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Laboratory,6257.067294293702,31.09941638616192
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Mental,0.0,0.0
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Nursing_and_Midwifery,46567.68647768111,219.84174477810566
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Nutrition,332.3719944347371,1.6271186440677967
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Pharmacy,5711.132672531052,28.52852620016799
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Radiography,0.0,0.0
30.0,Facility_Level_1b_Dowa,1b,Dowa,Central,Clinical,8831.780861970816,44.15057553136195
30.0,Facility_Level_1b_Dowa,1b,Dowa,Central,DCSA,0.0,0.0
30.0,Facility_Level_1b_Dowa,1b,Dowa,Central,Dental,973.7604814890245,4.7670196671709535
