Item_Code,is_diagnostic,is_medicine,is_other,is_vital,is_drug_or_vaccine,item_category
1622,False,True,False,False,False,
1623,False,True,False,False,False,
1624,False,True,False,False,False,
1625,False,True,False,False,False,
1626,False,True,False,False,False,
1627,False,True,False,False,False,
1628,False,True,False,False,False,
1629,False,True,False,False,False,
1630,False,True,False,False,False,
1631,False,True,False,False,False,
1632,False,True,False,False,False,
1633,False,True,False,False,False,
1634,False,True,False,False,False,
1635,False,True,False,False,False,
1636,False,True,False,False,False,
1637,False,True,False,False,False,
1638,False,True,False,False,False,
1639,False,True,False,False,False,
1640,False,True,False,False,False,
1641,False,True,False,False,False,
1642,False,True,False,False,False,
1643,False,True,False,False,False,
1644,False,True,False,False,False,
1645,False,True,False,False,False,
1646,False,True,False,False,False,
1647,False,True,False,False,False,
1648,False,True,False,False,False,
1649,False,False,True,False,False,
1650,False,False,True,False,False,
1651,False,False,True,False,False,
1652,False,False,True,False,False,
1653,False,False,True,False,False,
1654,False,True,False,False,False,
1655,False,True,False,False,False,
1656,False,True,False,False,False,
1657,False,True,False,False,False,
1658,False,True,False,False,False,
1659,False,True,False,False,False,
1660,True,False,False,False,False,
1661,True,False,False,False,False,
1662,True,False,False,False,False,
1663,True,False,False,False,False,
1664,True,False,False,False,False,
1665,True,False,False,False,False,
1666,True,False,False,False,False,
1667,False,True,False,False,False,
1668,False,True,False,False,False,
1669,False,True,False,False,False,
1670,False,True,False,False,False,
1671,False,True,False,False,False,
1672,False,True,False,False,False,
1673,False,True,False,False,False,
1674,False,True,False,False,False,
1675,False,True,False,False,False,
1676,False,True,False,False,False,
1677,False,True,False,False,False,
1678,False,True,False,False,False,
1679,False,True,False,False,False,
1680,False,True,False,False,False,
1681,False,True,False,False,False,
1682,True,False,False,False,False,
1683,True,False,False,False,False,
1684,False,False,True,False,False,
1685,False,False,True,False,False,
1686,False,False,True,False,False,
1687,False,False,True,False,False,
1688,False,False,True,False,False,
1689,True,False,False,False,False,
1690,False,False,True,False,False,
1691,False,False,True,False,False,
1692,False,True,False,False,False,
1693,False,True,False,False,False,
1694,True,False,False,False,False,
1695,False,False,True,False,False,
1696,False,True,False,False,False,
1697,False,True,False,False,False,
1698,True,False,False,False,False,
1699,False,False,True,False,False,
1700,False,False,True,False,False,
1701,False,False,True,False,False,
1702,False,False,True,False,False,
1703,False,False,True,False,False,
1704,False,False,True,False,False,
1705,False,False,True,False,False,
1706,False,False,True,False,False,
1707,False,True,False,False,False,
1708,False,False,True,False,False,
1709,False,True,False,False,False,
1710,False,False,True,False,False,
1711,False,False,True,False,False,
1712,False,True,False,False,False,
1713,False,True,False,False,False,
1714,False,True,False,False,False,
1715,False,False,True,False,False,
1716,False,False,True,False,False,
1717,True,False,False,False,False,
1718,True,False,False,False,False,
1719,False,True,False,False,False,
1720,False,True,False,False,False,
1721,False,True,False,False,False,
1722,True,False,False,False,False,
1723,False,True,False,False,False,
1724,False,True,False,False,False,
1725,False,True,False,False,False,
1726,False,True,False,False,False,
1727,False,True,False,False,False,
1728,False,True,False,False,False,
1729,False,True,False,False,False,
1730,False,True,False,False,False,
1731,True,False,False,False,False,
1732,False,False,True,False,False,
1733,False,False,True,False,False,
1734,False,False,True,False,False,
1735,False,True,False,False,True,
1736,False,True,False,False,False,
1737,False,True,False,False,False,
1738,False,True,False,False,False,
1739,False,True,False,False,False,
1740,False,True,False,False,False,
1741,False,True,False,False,False,
1742,False,True,False,False,False,
1743,False,True,False,False,False,
1744,False,True,False,False,False,
1745,False,True,False,False,False,
1746,False,True,False,False,False,
1747,False,True,False,False,False,
1748,False,True,False,False,False,
1749,False,True,False,False,False,
1750,False,True,False,False,False,
1751,False,True,False,False,False,
1752,False,True,False,False,False,
1753,False,True,False,False,False,
1754,False,True,False,False,False,
1755,False,True,False,False,False,
1756,False,True,False,False,False,
1757,False,True,False,False,False,
1758,False,False,True,False,False,
1759,False,True,False,False,False,
1760,False,True,False,False,False,
1761,False,True,False,False,False,
1762,False,False,True,False,False,
1763,True,False,False,False,False,
1764,False,True,False,False,False,
1765,False,True,False,False,False,
1766,False,True,False,False,False,
1767,False,True,False,False,False,
1768,False,True,False,False,False,
1769,False,True,False,False,False,
1770,False,True,False,False,False,
1771,False,True,False,False,False,
1772,False,True,False,False,False,
1773,False,True,False,False,False,
1774,False,True,False,False,False,
1775,False,True,False,False,False,
1776,False,True,False,False,False,
1777,False,True,False,False,False,
1778,False,True,False,False,False,
1779,False,True,False,False,False,
1780,False,True,False,False,False,
1781,False,True,False,False,False,
1782,False,True,False,False,False,
1783,False,True,False,False,False,
1784,False,True,False,False,False,
1785,False,True,False,False,False,
1786,False,True,False,False,False,
1787,False,True,False,False,False,
1788,False,True,False,False,False,
1789,False,True,False,False,False,
1790,False,True,False,False,False,
1791,False,True,False,False,False,
1792,False,True,False,False,False,
1793,False,True,False,False,False,
1794,False,True,False,False,False,
1795,False,True,False,False,False,
1796,False,True,False,False,False,
1797,False,True,False,False,False,
1798,False,True,False,False,False,
1799,False,True,False,False,False,
1800,False,True,False,False,False,
1801,False,True,False,False,False,
1802,False,True,False,False,False,
1803,False,True,False,False,False,
1804,False,True,False,False,False,
1805,False,True,False,False,False,
1806,False,True,False,False,False,
1807,False,True,False,False,False,
1808,False,True,False,False,False,
1809,False,True,False,False,False,
1810,False,True,False,False,False,
1811,False,True,False,False,False,
1812,False,True,False,False,False,
1813,False,True,False,False,False,
1814,False,True,False,False,False,
1815,False,True,False,False,False,
1816,False,True,False,False,False,
1817,False,True,False,False,False,
1818,False,True,False,False,False,
1819,False,True,False,False,False,
1820,False,True,False,False,False,
1821,False,True,False,False,False,
1822,False,True,False,False,False,
1823,False,True,False,False,False,
1824,False,True,False,False,False,
1825,False,True,False,False,False,
1826,False,True,False,False,False,
1827,False,True,False,True,True,reproductive_health
1828,False,True,False,False,False,
1829,False,True,False,False,False,
1830,False,True,False,False,False,
1831,False,True,False,True,True,other_childhood_illnesses
1832,False,True,False,False,False,
1833,False,True,False,False,False,
1834,False,True,False,False,False,
1835,False,True,False,False,False,
1836,False,True,False,False,False,
1837,False,True,False,False,False,
1838,False,True,False,False,False,
1839,False,True,False,False,False,
1840,False,True,False,False,False,
1841,False,True,False,False,False,
1842,False,True,False,False,False,
1843,False,True,False,False,False,
1844,False,True,False,False,False,
1845,False,True,False,False,False,
1846,False,True,False,False,False,
1847,False,True,False,False,False,
1848,False,True,False,False,False,
1849,False,True,False,False,False,
1850,False,False,True,False,False,
1851,False,True,False,False,False,
1852,False,True,False,False,False,
1853,False,True,False,False,False,
1854,False,True,False,False,False,
1855,False,True,False,False,False,
1856,False,True,False,False,False,
1857,False,True,False,False,False,
1858,False,True,False,False,False,
1859,False,True,False,False,False,
1860,False,True,False,False,False,
1861,False,True,False,False,False,
1862,False,True,False,False,False,
1863,False,True,False,False,False,
1864,False,True,False,False,False,
1865,False,True,False,False,False,
1866,False,True,False,False,False,
1867,False,True,False,False,False,
1868,False,True,False,False,False,
1869,False,True,False,False,False,
1870,False,True,False,False,False,
1871,False,True,False,True,False,road_traffic_injuries
1872,False,True,False,False,False,
1873,False,True,False,False,False,
1874,False,True,False,False,False,
1875,False,True,False,False,False,
1876,False,True,False,False,False,
1877,False,True,False,False,False,
1878,False,True,False,False,False,
1879,False,True,False,False,False,
1880,False,True,False,False,False,
1881,False,True,False,False,False,
1882,False,True,False,False,False,
1883,False,True,False,False,False,
1884,False,True,False,False,False,
1885,False,True,False,False,False,
1886,False,True,False,False,False,
1887,False,True,False,False,False,
1888,False,True,False,False,False,
1889,False,True,False,False,False,
1890,False,True,False,False,False,
1891,False,True,False,False,False,
1892,False,True,False,False,False,
1893,False,True,False,False,False,
1894,False,True,False,False,False,
1895,False,True,False,False,False,
1896,False,True,False,False,False,
1897,False,True,False,False,False,
1898,False,True,False,False,False,
1899,False,False,True,False,False,
1900,False,False,True,False,False,
1901,False,False,True,False,False,
1902,False,False,True,True,False,
1903,False,False,True,False,False,
1904,False,False,True,False,False,
1905,False,False,True,False,False,
1906,False,False,True,False,False,
1907,False,False,True,False,False,
1908,False,False,True,False,False,
1909,False,False,True,False,False,
1910,False,False,True,False,False,
1911,False,False,True,False,False,
1912,False,False,True,False,False,
1913,False,False,True,False,False,
1914,False,False,True,False,False,
1915,False,False,True,False,False,
1916,False,False,True,False,False,
1917,False,False,True,False,False,
1918,False,False,True,False,False,
1919,False,False,True,False,False,
1920,False,False,True,False,False,
1921,False,False,True,False,False,
1922,False,False,True,False,False,
1923,False,False,True,False,False,
1924,False,False,True,False,False,
1925,False,False,True,False,False,
1926,False,False,True,False,False,
1927,False,False,True,False,False,
1928,False,False,True,False,False,
1929,False,False,True,False,False,
1930,False,False,True,False,False,
1931,False,False,True,False,False,
1932,False,False,True,False,False,
1933,False,False,True,False,False,
1934,False,False,True,False,False,
1935,False,False,True,False,False,
1936,False,False,True,False,False,
1937,False,False,True,False,False,
1938,False,False,True,False,False,
1939,False,False,True,False,False,
1940,False,False,True,False,False,
1941,False,False,True,False,False,
1942,False,False,True,False,False,
1943,False,False,True,False,False,
1944,False,False,True,False,False,
1945,False,False,True,False,False,
1946,False,False,True,False,False,
1947,False,False,True,False,False,
1948,False,False,True,False,False,
1949,False,False,True,False,False,
1950,False,False,True,False,False,
1951,False,False,True,False,False,
1952,False,False,True,False,False,
1953,False,False,True,False,False,
1954,False,False,True,False,False,
1955,False,False,True,False,False,
1956,False,False,True,False,False,
1957,False,False,True,False,False,
1958,False,False,True,False,False,
1959,False,False,True,False,False,
1960,False,False,True,False,False,
1961,False,False,True,False,False,
1962,False,False,True,False,False,
1963,False,False,True,False,False,
1964,False,False,True,False,False,
1965,False,False,True,False,False,
1966,False,False,True,False,False,
1967,False,False,True,False,False,
1968,False,False,True,False,False,
1969,False,False,True,False,False,
1970,False,False,True,False,False,
1971,False,False,True,False,False,
1972,False,False,True,False,False,
1973,False,False,True,False,False,
1974,False,False,True,False,False,
1975,False,False,True,False,False,
1976,False,False,True,False,False,
1977,False,False,True,False,False,
1978,False,False,True,False,False,
1979,False,False,True,False,False,
1980,False,False,True,False,False,
1981,False,False,True,False,False,
1982,False,False,True,False,False,
1983,False,False,True,False,False,
1984,False,False,True,False,False,
1985,False,False,True,False,False,
1986,False,False,True,False,False,
1987,True,False,False,False,False,
1988,False,False,True,False,False,
1989,True,False,False,False,False,
1990,True,False,False,False,False,
1991,True,False,False,False,False,
1992,True,False,False,False,False,
1993,True,False,False,False,False,
1994,True,False,False,False,False,
1995,True,False,False,False,False,
1996,False,False,True,False,False,
1997,False,True,False,False,False,
1998,False,True,False,False,False,
1999,False,True,False,False,False,
2000,False,True,False,False,False,
2001,False,False,True,False,False,
2002,False,True,False,False,False,
2003,False,True,False,False,False,
2004,True,False,False,False,False,
2005,False,False,True,False,False,
2006,False,True,False,False,False,
2007,False,True,False,False,False,
2008,True,False,False,False,False,reproductive_health
2009,False,False,True,False,False,
2010,False,False,True,False,False,
2011,False,False,True,False,False,
2012,False,False,True,False,False,
2013,False,False,True,False,False,
2014,False,False,True,False,False,
2015,False,False,True,False,False,
2016,True,False,False,False,False,
2017,False,True,False,False,False,
2018,False,True,False,False,False,
2019,True,False,False,False,False,
2020,False,True,False,False,False,
2021,False,True,False,False,False,
2022,False,True,False,False,False,
2023,False,True,False,False,False,
2024,False,False,True,False,False,
2025,False,False,True,False,False,
2026,False,False,True,False,False,
2027,False,True,False,False,False,
2028,False,True,False,False,False,
2029,False,True,False,False,False,
2030,False,True,False,False,False,
2031,False,False,True,False,False,
2032,False,False,True,False,False,
2033,False,False,True,False,False,
2034,False,False,True,False,False,
2035,False,False,True,False,False,
2036,False,False,True,False,False,
2037,False,False,True,False,False,
2038,False,False,True,False,False,
2039,False,False,True,False,False,
2040,False,False,True,False,False,
2041,False,False,True,False,False,
2042,False,True,False,False,False,
2043,False,True,False,False,False,
2044,False,True,False,False,False,
2045,False,True,False,False,False,
2046,False,True,False,False,False,
2047,False,True,False,False,False,
2048,False,True,False,False,False,
2049,False,True,False,False,False,
2050,False,True,False,False,False,
2051,False,True,False,False,False,
2052,False,True,False,False,False,
2053,False,True,False,False,False,
2054,False,True,False,False,False,
2055,False,True,False,False,False,
2056,False,True,False,False,False,
2057,False,True,False,False,False,
2058,False,True,False,False,False,
2059,False,True,False,False,False,
2060,False,True,False,False,False,
2061,False,True,False,False,False,
2062,False,True,False,False,False,
2063,False,True,False,False,False,
2064,False,True,False,False,False,cardiometabolicdisorders
2065,False,True,False,False,False,
2066,False,True,False,False,False,
2067,False,True,False,False,False,
2068,False,True,False,False,False,
2069,False,True,False,False,False,
2070,False,True,False,False,False,
2071,False,True,False,False,False,
2072,False,True,False,False,False,
2073,False,True,False,False,False,
2074,False,True,False,False,False,
2075,False,True,False,False,False,
2076,False,True,False,False,False,
2077,False,True,False,False,False,
2078,False,True,False,False,False,
2079,False,True,False,False,False,
2080,False,True,False,False,False,
2081,False,True,False,False,False,
2082,False,True,False,False,False,
2083,False,True,False,False,False,
2084,False,True,False,False,False,
2085,False,True,False,False,False,
2086,False,True,False,False,False,
2087,False,True,False,False,False,
2088,False,True,False,False,False,
2089,False,True,False,False,False,
2090,False,True,False,False,False,
2091,False,True,False,False,False,
2092,False,False,True,False,False,
2093,False,False,True,False,False,
2094,False,False,True,False,False,
2095,False,True,False,False,False,
2096,False,False,True,False,False,
2097,False,False,True,False,False,
2098,False,False,True,False,False,
2099,False,False,True,False,False,
2100,False,False,True,False,False,
2101,False,False,True,False,False,
2102,False,False,True,False,False,
2103,False,False,True,False,False,
2104,False,False,True,False,False,
2105,False,False,True,False,False,
2106,False,False,True,False,False,
2107,False,False,True,False,False,
2108,False,False,True,False,False,
2109,False,False,True,False,False,
2110,False,False,True,False,False,
2111,False,False,True,False,False,
2112,False,False,True,False,False,
2113,False,False,True,False,False,
2114,False,False,True,False,False,
2115,False,False,True,False,False,
2116,False,False,True,False,False,
2117,False,False,True,False,False,
2118,False,False,True,False,False,
2119,False,False,True,False,False,
2120,False,False,True,False,False,
2121,False,False,True,False,False,
2122,False,False,True,False,False,
2123,False,False,True,False,False,
2124,False,False,True,False,False,
2125,False,False,True,False,False,
2126,False,False,True,False,False,
2127,False,False,True,False,False,
2128,False,False,True,False,False,
2129,False,False,True,False,False,
2130,False,False,True,False,False,
2131,False,False,True,False,False,
2132,False,False,True,False,False,
2133,False,False,True,False,False,
2134,False,False,True,False,False,
2135,False,False,True,False,False,
2136,True,False,False,False,False,
2137,False,True,False,False,False,
2138,False,True,False,False,False,
2139,False,True,False,False,False,
2140,False,True,False,False,False,
2141,False,True,False,False,False,
2142,False,True,False,False,False,
2143,True,False,False,False,False,
2144,False,True,False,False,False,
2145,True,False,False,False,False,
2146,True,False,False,False,False,
2147,False,True,False,False,False,
2148,False,True,False,False,False,
2149,False,False,True,False,False,
2150,False,False,True,False,False,
2151,True,False,False,False,False,
2152,True,False,False,False,False,
2153,False,True,False,False,False,
2154,True,False,False,False,False,
2155,False,True,False,False,False,
2156,False,True,False,False,False,
2157,True,False,False,False,False,
2158,False,True,False,False,False,
2159,False,True,False,False,False,
2160,False,True,False,False,False,
2161,False,True,False,False,False,
2162,False,False,True,False,False,
2163,False,True,False,False,False,
2164,False,True,False,False,False,
2165,False,True,False,False,False,
2166,False,True,False,False,False,
2167,False,True,False,False,False,
2168,False,True,False,False,False,
2169,True,False,False,False,False,
2170,False,True,False,False,False,
2171,True,False,False,False,False,
2172,False,False,True,False,False,
2173,True,False,False,False,False,
2174,False,True,False,False,False,
2175,False,True,False,False,False,
2176,False,True,False,False,False,
2177,False,True,False,False,False,
2178,False,True,False,False,False,
2179,False,True,False,False,False,
2180,False,True,False,False,False,
2181,False,True,False,False,False,
2182,True,False,False,False,False,
2183,True,False,False,False,False,
2184,True,False,False,False,False,
2185,False,True,False,False,False,
2186,False,True,False,False,False,
2187,False,True,False,False,False,
2188,False,True,False,False,False,
2189,False,True,False,False,False,
2190,False,True,False,False,False,
2191,False,True,False,False,False,
2192,False,False,True,False,False,
2193,False,True,False,False,False,
2194,False,True,False,False,False,
2195,False,True,False,False,False,
2196,False,True,False,False,False,
2197,False,True,False,False,False,
2198,False,False,True,False,False,
2199,False,False,True,False,False,
2200,False,False,True,False,False,
2201,False,False,True,False,False,
2202,False,False,True,False,False,
2203,False,False,True,False,False,
2204,False,False,True,False,False,
2205,False,False,True,False,False,
2206,False,False,True,False,False,
2207,False,False,True,False,False,
2208,False,False,True,False,False,
2209,False,False,True,False,False,
2210,False,False,True,False,False,
2211,False,False,True,False,False,
2212,False,False,True,False,False,
2213,False,False,True,False,False,
2214,False,False,True,False,False,
2215,False,False,True,False,False,
2216,False,False,True,False,False,
2217,False,False,True,False,False,
2218,False,False,True,False,False,
2219,False,False,True,False,False,
2220,False,False,True,False,False,
2221,False,False,True,False,False,
2222,False,False,True,False,False,
2223,False,False,True,False,False,
2224,False,False,True,False,False,
2225,False,False,True,False,False,
2226,False,False,True,False,False,
2227,False,False,True,False,False,
2228,False,False,True,False,False,
2229,False,False,True,False,False,
2230,True,False,False,False,False,
2231,False,False,True,False,False,
2232,False,False,True,False,False,
2233,True,False,False,False,False,
2234,False,False,True,False,False,
2235,False,False,True,False,False,
2236,False,False,True,False,False,
2237,False,False,True,False,False,
2238,False,False,True,False,False,
2239,False,False,True,False,False,
2240,False,False,True,False,False,
2241,False,False,True,False,False,
2242,False,False,True,False,False,
2243,False,False,True,False,False,
2244,False,False,True,False,False,
2245,False,False,True,False,False,
2246,False,False,True,False,False,
2247,False,False,True,False,False,
2248,False,False,True,False,False,
2249,False,False,True,False,False,
2250,False,False,True,False,False,
2251,True,False,False,False,False,
2252,False,False,True,False,False,
2253,False,True,False,False,False,
2254,False,True,False,False,False,
2255,False,True,False,False,False,
2256,False,False,True,False,False,
2257,False,False,True,False,False,
2258,False,False,True,False,False,
2259,False,False,True,False,False,
2260,False,False,True,False,False,
2261,False,False,True,False,False,
2262,False,False,True,False,False,
2263,False,False,True,False,False,
2264,False,False,True,False,False,
2265,False,False,True,False,False,
2266,False,False,True,False,False,
2267,False,False,True,False,False,
2268,False,False,True,False,False,
2269,True,False,False,False,False,
2270,True,False,False,False,False,
2271,False,True,False,False,False,
2272,False,True,False,False,False,
2273,False,True,False,False,False,
2274,False,True,False,False,False,
2275,False,True,False,False,False,
2276,False,False,True,False,False,
2277,False,False,True,False,False,
2278,False,False,True,False,False,
2279,False,False,True,False,False,
2280,False,False,True,False,False,
2281,False,True,False,False,False,
2282,False,True,False,False,False,
2283,False,True,False,False,False,
2284,False,True,False,False,False,
2285,False,True,False,False,False,
2286,False,True,False,False,False,
2287,False,True,False,False,False,
2288,False,True,False,False,False,
2289,False,True,False,False,False,
2290,False,False,True,False,False,
2291,False,False,True,False,False,
2292,False,False,True,False,False,
2293,False,True,False,False,False,
2294,False,True,False,False,False,
2295,False,True,False,False,False,
2296,False,True,False,False,False,
2297,False,False,True,False,False,
2298,False,True,False,False,False,
2299,False,True,False,False,False,
2300,False,True,False,False,False,
2301,False,True,False,False,False,
2302,False,False,True,False,False,
2303,False,False,True,False,False,
2304,False,False,True,False,False,
2305,False,False,True,False,False,
2306,False,False,True,False,False,
2307,False,False,True,False,False,
2308,False,False,True,False,False,
2309,False,False,True,False,False,
2310,False,False,True,False,False,
2311,True,False,False,False,False,
2312,True,False,False,False,False,
2313,False,False,True,False,False,
2314,False,False,True,False,False,
2315,False,False,True,False,False,
2316,False,True,False,False,False,
2317,False,True,False,False,False,
2318,False,True,False,False,False,
2319,False,True,False,False,False,
2320,False,True,False,False,False,
2321,False,True,False,False,False,
2322,False,False,True,False,False,
2323,False,False,True,False,False,
2324,False,False,True,False,False,
2325,False,False,True,False,False,
2326,False,False,True,False,False,
2327,False,False,True,False,False,
2328,False,False,True,False,False,
2329,False,False,True,False,False,
2330,False,False,True,False,False,
2331,False,False,True,False,False,
2332,False,False,True,False,False,
2333,False,False,True,False,False,
2334,False,False,True,False,False,
2335,False,False,True,False,False,
2336,False,False,True,False,False,
2337,False,True,False,False,False,
2338,False,True,False,True,True,road_traffic_injuries
2339,False,False,True,False,False,
2340,False,False,True,False,False,
2341,False,True,False,False,False,
2342,False,True,False,False,False,
2343,False,True,False,False,False,
2344,False,True,False,False,False,
2345,False,True,False,False,False,
2346,False,True,False,False,False,
2347,False,True,False,False,False,
2348,False,True,False,False,False,
2349,False,True,False,False,False,
2350,False,True,False,False,False,
2351,False,True,False,False,False,
2352,False,True,False,False,False,
2353,False,True,False,False,False,
2354,False,False,True,False,False,
2355,False,False,True,False,False,
2356,False,True,False,False,False,
2357,False,True,False,False,False,
2358,False,False,True,False,False,
2359,False,True,False,False,False,
2360,False,True,False,False,False,
2361,False,True,False,False,False,
2362,False,True,False,False,False,
2363,False,True,False,False,False,
2364,False,True,False,False,False,
2365,False,True,False,False,False,
2366,False,True,False,False,False,
2367,False,True,False,False,False,
2368,False,True,False,False,False,
2369,False,False,True,False,False,
2370,False,True,False,False,False,
2371,False,True,False,False,False,
2372,False,False,True,False,False,
2373,False,False,True,False,False,
2374,False,True,False,False,False,
2375,False,True,False,False,False,
2376,False,True,False,False,False,
2377,False,True,False,False,False,
2378,False,False,True,False,False,
2379,False,False,True,False,False,
2380,False,True,False,False,False,
2381,False,True,False,False,False,
2382,False,True,False,False,False,
2383,False,True,False,False,False,
2384,False,True,False,False,False,
2385,True,False,False,False,False,
2386,True,False,False,False,False,
2387,False,True,False,False,False,
2388,False,True,False,False,False,
2389,False,True,False,False,False,
2390,False,True,False,False,False,
2391,False,True,False,False,False,
2392,False,True,False,False,False,
2393,False,True,False,False,False,
2394,False,True,False,False,False,
2395,False,True,False,False,False,
2396,False,True,False,False,False,
2397,True,False,False,False,False,
2398,False,True,False,False,False,
2399,False,True,False,False,False,
2400,False,True,False,False,False,
2401,False,True,False,False,False,
2402,False,True,False,False,False,
2403,False,True,False,False,False,
2404,False,True,False,False,False,
2405,True,False,False,False,False,
2406,False,True,False,False,False,
2407,False,True,False,False,False,
2408,False,True,False,False,False,
2409,False,True,False,False,False,
2410,False,True,False,False,False,
2411,False,True,False,False,False,
2412,False,True,False,False,False,
2413,False,True,False,False,False,
2414,False,True,False,False,False,
2415,False,True,False,False,False,
2416,False,False,True,False,False,
2417,False,True,False,False,False,
2418,False,True,False,False,False,
2419,False,False,True,False,False,
2420,False,False,True,False,False,
2421,False,False,True,False,False,
2422,False,False,True,False,False,
2423,False,False,True,False,False,
2424,False,False,True,False,False,
2425,False,False,True,False,False,
2426,False,False,True,False,False,
2427,False,False,True,False,False,
2428,False,False,True,False,False,
2429,False,False,True,False,False,
2430,False,False,True,False,False,
2431,False,True,False,False,False,
2432,False,True,False,False,False,
2433,False,True,False,False,False,
2434,False,True,False,False,False,
2435,False,True,False,False,False,
2436,False,True,False,False,False,
2437,False,True,False,False,False,
2438,False,True,False,False,False,
2439,False,True,False,False,False,
2440,False,True,False,False,False,
2441,False,True,False,False,False,
2442,False,True,False,False,False,
2443,False,True,False,False,False,
2444,False,True,False,False,False,
2445,False,True,False,False,False,
2446,False,True,False,False,False,
2447,False,True,False,False,False,
2448,False,False,True,False,False,
2449,False,False,True,False,False,
2450,False,False,True,False,False,
2451,False,False,True,False,False,
2452,False,True,False,False,False,
2453,False,True,False,False,False,
2454,False,True,False,False,False,
2455,False,True,False,False,False,
2456,False,True,False,False,False,
2457,False,True,False,False,False,
2458,False,True,False,False,False,
2459,False,False,True,False,False,
2460,False,True,False,False,False,
2461,False,True,False,False,False,
2462,False,True,False,False,False,
2463,False,True,False,False,False,
2464,False,True,False,False,False,
2465,False,True,False,False,False,
2466,False,False,True,False,False,
2467,False,False,True,False,False,
2468,False,False,True,False,False,
2469,False,True,False,False,False,
2470,False,True,False,False,False,
2471,False,True,False,False,False,
2472,False,True,False,False,False,
2473,False,True,False,False,False,
2474,False,True,False,False,False,
2475,False,True,False,False,False,
2476,False,True,False,False,False,
2477,False,True,False,False,False,
2478,False,False,True,False,False,
2479,False,True,False,False,False,
2480,False,True,False,False,False,
2481,False,True,False,False,False,
2482,False,True,False,True,True,
2483,False,True,False,False,False,
2484,False,True,False,False,False,
2485,False,True,False,False,False,
2486,False,True,False,False,False,
2487,False,False,True,False,False,
2488,False,False,True,False,False,
2489,False,False,True,False,False,
2490,False,True,False,False,False,
2491,False,True,False,False,False,
2492,False,False,True,False,False,
2493,False,False,True,False,False,
2494,False,False,True,False,False,
2495,False,False,True,False,False,
2496,False,False,True,False,False,
2497,False,False,True,False,False,
2498,False,False,True,False,False,
2499,False,False,True,False,False,
2500,False,False,True,False,False,
2501,False,False,True,False,False,
2502,False,False,True,False,False,
2503,False,True,False,False,False,
2504,False,False,True,False,False,
2505,False,False,True,False,False,
2506,False,False,True,False,False,
2507,False,False,True,False,False,
2508,False,True,False,False,False,
2509,True,False,False,False,False,
2510,False,False,True,False,False,
2511,False,False,True,False,False,
2512,False,False,True,False,False,
2513,False,False,True,False,False,
2514,False,False,True,False,False,
2515,False,False,True,False,False,
2516,False,False,True,False,False,
2517,False,False,True,False,False,
2518,False,False,True,False,False,
2519,False,False,True,False,False,
2520,False,False,True,False,False,
2521,False,False,True,False,False,
2522,False,False,True,False,False,
2523,False,False,True,False,False,
2524,False,False,True,False,False,
2525,False,False,True,False,False,
2526,False,False,True,False,False,
2527,False,False,True,False,False,
2528,False,False,True,False,False,
2529,False,False,True,False,False,
2530,False,False,True,False,False,
2531,False,False,True,False,False,
2532,False,False,True,False,False,
2533,False,False,True,False,False,
2534,False,False,True,False,False,
2535,False,False,True,False,False,
2536,False,False,True,False,False,
2537,False,False,True,False,False,
2538,False,False,True,False,False,
2539,False,False,True,False,False,
2540,False,False,True,False,False,
2541,False,False,True,False,False,
2542,False,False,True,False,False,
2543,False,True,False,False,False,
2544,False,False,True,False,False,
2545,False,False,True,False,False,
2546,False,False,True,False,False,
2547,False,False,True,False,False,
2548,False,False,True,False,False,
2549,False,False,True,False,False,
2550,False,False,True,False,False,
2551,False,False,True,False,False,
2552,False,False,True,False,False,
2553,False,False,True,False,False,
2554,False,False,True,False,False,
2555,False,False,True,False,False,
2556,False,True,False,False,False,
2557,False,True,False,False,False,
2558,False,True,False,False,False,
2559,False,True,False,False,False,
2560,False,True,False,False,False,
2561,False,True,False,False,False,
2562,False,False,True,False,False,
2563,False,False,True,False,False,
2564,False,True,False,True,True,road_traffic_injuries
2565,False,True,False,False,False,
2566,True,False,False,False,False,
2567,False,False,True,False,False,
2568,False,False,True,False,False,
2569,False,False,True,False,False,
2570,False,False,True,False,False,
2571,False,True,False,False,False,
2572,False,True,False,False,False,
2573,False,False,True,False,False,
2574,False,False,True,False,False,
2575,False,True,False,False,False,
2576,False,True,False,False,False,
2577,False,True,False,False,False,
2578,False,True,False,False,True,reproductive_health
2579,False,True,False,False,False,
2580,False,True,False,False,True,neonatal_health
2581,False,True,False,False,False,
2582,False,False,True,False,False,
2583,False,False,True,False,False,
2584,False,False,True,False,False,
2585,False,True,False,False,False,
2586,False,True,False,False,False,
2587,False,True,False,False,False,
2588,False,True,False,False,False,
2589,False,True,False,False,False,
2590,False,False,True,False,False,
2591,False,False,True,False,False,
2592,False,True,False,False,False,
2593,False,True,False,False,False,
2594,False,True,False,False,False,
2595,False,True,False,False,False,
2596,False,False,True,False,False,
2597,False,False,True,False,False,
2598,False,False,True,False,False,
2599,False,True,False,False,False,
2600,False,True,False,False,False,
2601,False,True,False,False,False,
2602,False,True,False,False,False,
2603,False,True,False,False,False,
2604,False,False,True,False,False,
2605,False,False,True,False,False,
2606,False,True,False,True,True,neonatal_health
2607,False,True,False,False,False,
2608,False,True,False,False,False,
2609,False,False,True,False,False,
2610,False,True,False,False,False,
2611,False,False,True,False,False,
2612,False,False,True,False,False,
