Facility_ID,Facility_Name,Facility_Level,District,Region,Officer_Category,Total_Mins_Per_Day,Staff_Count
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Laboratory,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Mental,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Nursing_and_Midwifery,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Nutrition,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Pharmacy,0.0,0.0
4.0,Facility_Level_0_Blantyre,0,Blantyre,Southern,Radiography,0.0,0.0
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Clinical,10082.161129025124,46.60177042250841
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,DCSA,0.0,0.0
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Dental,142.9892017724442,0.7000000000000001
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Laboratory,952.0185550915755,4.7282418838773195
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Mental,0.0,0.0
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Nursing_and_Midwifery,16990.468010031742,80.97885416666666
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Nutrition,46.42506551053382,0.22727272727272727
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Pharmacy,1506.3176560061436,7.5428110896196
5.0,Facility_Level_1a_Blantyre,1a,Blantyre,Southern,Radiography,0.0,0.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Clinical,6381.996833584999,31.991006591435657
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,DCSA,0.0,0.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Dental,329.9750810133327,1.6153846153846154
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Laboratory,1771.5900003144302,7.862502282597477
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Mental,0.0,0.0
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Nursing_and_Midwifery,15821.136928324837,78.23919843177656
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Nutrition,9.285013102106765,0.045454545454545456
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Pharmacy,812.0014121415456,3.833397807865893
6.0,Facility_Level_1b_Blantyre,1b,Blantyre,Southern,Radiography,231.14117132621251,1.0909090909090908
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Clinical,6540.375479517309,34.407222986055935
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,DCSA,0.0,0.0
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Dental,241.981726076444,1.1846153846153846
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Laboratory,1584.2380754838555,7.4092558335252034
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Mental,0.0,0.0
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Nursing_and_Midwifery,9538.789696246504,46.28194740155678
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Nutrition,46.42506551053382,0.22727272727272727
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Pharmacy,494.38900177600567,2.623791102514507
7.0,Facility_Level_2_Blantyre,2,Blantyre,Southern,Radiography,86.67793924732969,0.40909090909090906
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Clinical,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,DCSA,16720.493495682727,299.5
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Dental,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Laboratory,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Mental,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Nursing_and_Midwifery,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Nutrition,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Pharmacy,0.0,0.0
8.0,Facility_Level_0_Blantyre City,0,Blantyre City,Southern,Radiography,0.0,0.0
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Clinical,10082.161129025124,46.60177042250841
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,DCSA,0.0,0.0
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Dental,142.9892017724442,0.7000000000000001
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Laboratory,952.0185550915755,4.7282418838773195
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Mental,0.0,0.0
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Nursing_and_Midwifery,16990.468010031742,80.97885416666666
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Nutrition,46.42506551053382,0.22727272727272727
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Pharmacy,1506.3176560061436,7.5428110896196
9.0,Facility_Level_1a_Blantyre City,1a,Blantyre City,Southern,Radiography,0.0,0.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Clinical,6381.996833584999,31.991006591435657
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,DCSA,0.0,0.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Dental,329.9750810133327,1.6153846153846154
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Laboratory,1771.5900003144302,7.862502282597477
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Mental,0.0,0.0
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Nursing_and_Midwifery,15821.136928324837,78.23919843177656
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Nutrition,9.285013102106765,0.045454545454545456
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Pharmacy,812.0014121415456,3.833397807865893
10.0,Facility_Level_1b_Blantyre City,1b,Blantyre City,Southern,Radiography,231.14117132621251,1.0909090909090908
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Clinical,6540.375479517309,34.407222986055935
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,DCSA,0.0,0.0
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Dental,241.981726076444,1.1846153846153846
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Laboratory,1584.2380754838555,7.4092558335252034
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Mental,0.0,0.0
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Nursing_and_Midwifery,9538.789696246504,46.28194740155678
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Nutrition,46.42506551053382,0.22727272727272727
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Pharmacy,494.38900177600567,2.623791102514507
11.0,Facility_Level_2_Blantyre City,2,Blantyre City,Southern,Radiography,86.67793924732969,0.40909090909090906
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Clinical,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,DCSA,18032.452083824777,323.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Dental,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Laboratory,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Mental,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Nursing_and_Midwifery,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Nutrition,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Pharmacy,0.0,0.0
12.0,Facility_Level_0_Chikwawa,0,Chikwawa,Southern,Radiography,0.0,0.0
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Clinical,6722.0578169205555,31.40799467710223
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,DCSA,0.0,0.0
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Dental,163.41623059707908,0.8
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Laboratory,585.2280792031338,2.9038133271934767
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Mental,0.0,0.0
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Nursing_and_Midwifery,12297.389557554476,59.02666666666667
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Nutrition,92.85013102106764,0.45454545454545453
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Pharmacy,1428.4720056656142,7.151257253384912
13.0,Facility_Level_1a_Chikwawa,1a,Chikwawa,Southern,Radiography,13.090383011774996,0.06451612903225806
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Clinical,5431.836904752665,27.44189743091345
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,DCSA,0.0,0.0
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Dental,377.1143783009517,1.8461538461538463
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Laboratory,1154.1524003843717,5.1187612310412085
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Mental,0.0,0.0
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Nursing_and_Midwifery,11895.442070074732,60.634798534798534
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Nutrition,18.57002620421353,0.09090909090909091
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Pharmacy,1087.3509572804064,5.128239845261122
14.0,Facility_Level_1b_Chikwawa,1b,Chikwawa,Southern,Radiography,452.18244156447497,2.164222873900293
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Clinical,5568.552622639177,30.15010789198432
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,DCSA,0.0,0.0
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Dental,276.5505440873646,1.353846153846154
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Laboratory,1492.3002718990651,6.977425441765314
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Mental,0.0,0.0
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Nursing_and_Midwifery,7574.974815197659,37.338534798534795
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Nutrition,92.85013102106764,0.45454545454545453
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Pharmacy,701.6435204144777,3.7205029013539654
15.0,Facility_Level_2_Chikwawa,2,Chikwawa,Southern,Radiography,364.2878628868312,1.7712609970674487
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Clinical,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,DCSA,14961.910707322106,268.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Dental,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Laboratory,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Mental,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Nursing_and_Midwifery,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Nutrition,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Pharmacy,0.0,0.0
16.0,Facility_Level_0_Chiradzulu,0,Chiradzulu,Southern,Radiography,0.0,0.0
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Clinical,6706.117855491177,31.316414499595275
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,DCSA,0.0,0.0
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Dental,81.70811529853954,0.4
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Laboratory,658.8780825284362,3.264769398108818
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Mental,0.0,0.0
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Nursing_and_Midwifery,11374.106690345063,54.63458333333333
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Nutrition,185.70026204213528,0.9090909090909091
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Pharmacy,1101.2979031933664,5.513604126370084
17.0,Facility_Level_1a_Chiradzulu,1a,Chiradzulu,Southern,Radiography,6.545191505887498,0.03225806451612903
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Clinical,5042.650783257086,25.827597478283977
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,DCSA,0.0,0.0
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Dental,188.55718915047586,0.9230769230769231
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Laboratory,1428.5918137849553,6.330402345848584
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Mental,0.0,0.0
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Nursing_and_Midwifery,11044.690235260992,56.46422275641025
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Nutrition,37.14005240842706,0.18181818181818182
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Pharmacy,795.9001525448358,3.754287556415216
18.0,Facility_Level_1b_Chiradzulu,1b,Chiradzulu,Southern,Radiography,71.99710656476249,0.3548387096774194
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Clinical,5156.897556420371,27.85598802212074
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,DCSA,0.0,0.0
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Dental,138.2752720436823,0.676923076923077
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Laboratory,2011.7505658612083,9.404828256042597
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Mental,0.0,0.0
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Nursing_and_Midwifery,7070.196179017099,34.90119391025641
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Nutrition,185.70026204213528,0.9090909090909091
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Pharmacy,515.1654105705638,2.7321083172147005
19.0,Facility_Level_2_Chiradzulu,2,Chiradzulu,Southern,Radiography,124.35863861186247,0.6129032258064516
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Clinical,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,DCSA,10607.324755191044,190.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Dental,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Laboratory,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Mental,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Nursing_and_Midwifery,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Nutrition,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Pharmacy,0.0,0.0
20.0,Facility_Level_0_Chitipa,0,Chitipa,Northern,Radiography,0.0,0.0
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Clinical,7245.378574480184,33.822081717219014
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,DCSA,0.0,0.0
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Dental,40.85405764926977,0.2
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Laboratory,706.0058965657881,3.5052003525124453
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Mental,0.0,0.0
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Nursing_and_Midwifery,8455.707528611896,40.689791666666665
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Nutrition,92.85013102106764,0.45454545454545453
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Pharmacy,1101.2979031933664,5.513604126370084
21.0,Facility_Level_1a_Chitipa,1a,Chitipa,Northern,Radiography,26.180766023549992,0.12903225806451613
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Clinical,5575.4821975501245,28.346626481008634
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,DCSA,0.0,0.0
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Dental,94.27859457523793,0.46153846153846156
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Laboratory,1342.6600485195618,5.957329321254754
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Mental,0.0,0.0
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Nursing_and_Midwifery,8289.393170148775,42.684961652930404
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Nutrition,18.57002620421353,0.09090909090909091
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Pharmacy,795.9001525448358,3.754287556415216
22.0,Facility_Level_1b_Chitipa,1b,Chitipa,Northern,Radiography,287.98842625904996,1.4193548387096775
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Clinical,5708.87800505624,30.83129180177235
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,DCSA,0.0,0.0
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Dental,273.40792426818996,1.3384615384615386
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Laboratory,1398.0054426126326,6.537470326232801
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Mental,0.0,0.0
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Nursing_and_Midwifery,5374.75057247685,26.62524668040293
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Nutrition,92.85013102106764,0.45454545454545453
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Pharmacy,515.1654105705638,2.7321083172147005
23.0,Facility_Level_2_Chitipa,2,Chitipa,Northern,Radiography,497.4345544474499,2.4516129032258065
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Clinical,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,DCSA,25290.095337376544,453.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Dental,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Laboratory,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Mental,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Nursing_and_Midwifery,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Nutrition,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Pharmacy,0.0,0.0
24.0,Facility_Level_0_Dedza,0,Dedza,Central,Radiography,0.0,0.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Clinical,10024.123359204204,46.589148716951925
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,DCSA,0.0,0.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Dental,204.27028824634883,1.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Laboratory,805.5062914778438,3.9941089136423904
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Mental,0.0,0.0
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Nursing_and_Midwifery,18671.597617414063,89.25125
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Nutrition,278.55039306320293,1.3636363636363635
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Pharmacy,1548.2476014422366,7.751901998710509
25.0,Facility_Level_1a_Dedza,1a,Dedza,Central,Radiography,19.635574517662494,0.0967741935483871
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Clinical,7778.89724627679,38.55999055987614
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,DCSA,0.0,0.0
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Dental,471.3929728761897,2.307692307692308
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Laboratory,1695.1201519645992,7.5144961480340555
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Mental,0.0,0.0
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Nursing_and_Midwifery,17664.442212945218,88.48597184065935
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Nutrition,55.71007861264059,0.2727272727272727
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Pharmacy,1008.8986956185304,4.76067053513862
26.0,Facility_Level_1b_Dedza,1b,Dedza,Central,Radiography,215.99131969428743,1.064516129032258
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Clinical,7995.138802614012,42.850860723171934
27.0,Facility_Level_2_Dedza,2,Dedza,Central,DCSA,0.0,0.0
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Dental,345.68818010920575,1.6923076923076925
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Laboratory,1602.2303547136007,7.4913949383235545
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Mental,0.0,0.0
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Nursing_and_Midwifery,10902.16447733445,53.26277815934066
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Nutrition,278.55039306320293,1.3636363636363635
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Pharmacy,657.3746014532998,3.4874274661508706
27.0,Facility_Level_2_Dedza,2,Dedza,Central,Radiography,373.07591583558747,1.838709677419355
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Clinical,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,DCSA,25234.267312349224,452.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Dental,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Laboratory,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Mental,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Nursing_and_Midwifery,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Nutrition,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Pharmacy,0.0,0.0
28.0,Facility_Level_0_Dowa,0,Dowa,Central,Radiography,0.0,0.0
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Clinical,7702.198103690214,36.08901802322855
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,DCSA,0.0,0.0
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Dental,163.41623059707908,0.8
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Laboratory,960.5967038419346,4.77249053218264
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Mental,0.0,0.0
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Nursing_and_Midwifery,15483.896378389834,74.23708333333333
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Nutrition,185.70026204213528,0.9090909090909091
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Pharmacy,1855.3974862081425,9.289555125725338
29.0,Facility_Level_1a_Dowa,1a,Dowa,Central,Radiography,26.180766023549992,0.12903225806451613
30.0,Facility_Level_1b_Dowa,1b,Dowa,Central,Clinical,6569.055634581691,33.24743641848905
